epoch,util_gpu,util_mem,mem_used_mib,power_w
1782625932.746,67,5,3698,265.4
1782625932.946,67,5,3698,267.2
1782625933.147,67,5,3698,267.2
1782625933.347,59,4,3698,264.0
1782625933.547,59,4,3698,264.0
1782625933.748,59,4,3698,264.0
1782625933.948,59,4,3698,254.6
1782625934.149,59,4,3698,254.6
1782625934.349,63,5,3698,255.6
1782625934.550,63,5,3698,255.6
1782625934.750,63,5,3698,255.6
1782625934.951,63,5,3698,258.9
1782625935.151,63,5,3698,258.9
1782625935.352,67,5,3698,257.4
1782625935.552,67,5,3698,257.4
1782625935.752,67,5,3698,257.4
1782625935.953,67,5,3698,261.4
1782625936.153,67,5,3698,261.4
1782625936.354,76,6,3698,269.9
1782625936.556,76,6,3698,269.9
1782625936.757,76,6,3698,269.9
1782625936.957,76,6,3698,293.2
1782625937.157,76,6,3698,293.2
1782625937.358,90,7,3698,302.7
1782625937.558,90,7,3698,302.7
1782625937.759,90,7,3698,302.7
1782625937.959,90,7,3698,307.7
1782625938.160,90,7,3698,307.7
1782625938.360,87,6,3698,320.9
1782625938.560,87,6,3698,320.9
1782625938.761,87,6,3698,319.8
1782625938.961,87,6,3698,319.8
1782625939.162,87,6,3698,319.8
1782625939.362,86,6,3698,308.4
1782625939.563,86,6,3698,308.4
1782625939.763,86,6,3698,311.4
1782625939.964,86,6,3698,311.4
1782625940.164,86,6,3698,311.4
1782625940.364,84,6,3698,316.6
1782625940.565,84,6,3698,316.6
1782625940.765,84,6,3698,308.7
1782625940.966,84,6,3698,308.7
1782625941.166,84,6,3698,308.7
1782625941.367,93,7,3698,307.7
1782625941.567,93,7,3698,307.7
1782625941.768,93,7,3698,217.9
1782625941.969,93,7,3698,217.9
1782625942.169,93,7,3698,217.9
1782625942.370,0,0,3698,107.5
1782625942.570,0,0,3698,107.5
1782625942.771,0,0,3698,99.0
1782625942.972,0,0,3698,99.0
1782625943.172,0,0,3698,99.0
1782625943.373,57,4,3698,179.1
1782625943.573,57,4,3698,179.1
1782625943.774,57,4,3698,265.7
1782625943.974,57,4,3698,265.7
1782625944.175,57,4,3698,265.7
1782625944.375,65,5,3698,251.3
1782625944.576,65,5,3698,251.3
1782625944.776,65,5,3698,252.5
1782625944.977,65,5,3698,252.5
1782625945.177,65,5,3698,252.5
1782625945.378,60,4,3698,254.9
1782625945.578,60,4,3698,254.9
1782625945.779,60,4,3698,251.7
1782625945.979,60,4,3698,251.7
1782625946.179,60,4,3698,251.7
1782625946.380,67,5,3698,253.8
1782625946.580,67,5,3698,253.8
1782625946.781,67,5,3698,258.7
1782625946.981,67,5,3698,258.7
1782625947.182,67,5,3698,258.7
1782625947.382,77,5,3698,259.1
1782625947.583,77,5,3698,259.1
1782625947.783,77,5,3698,258.9
1782625947.984,77,5,3698,258.9
1782625948.184,77,5,3698,258.9
1782625948.385,68,5,3698,257.8
1782625948.585,68,5,3698,257.8
1782625948.786,68,5,3698,254.7
1782625948.986,68,5,3698,254.7
1782625949.186,68,5,3698,254.7
1782625949.387,76,6,3698,260.3
1782625949.587,76,6,3698,260.3
1782625949.788,76,6,3698,259.0
1782625949.988,76,6,3698,259.0
1782625950.189,76,6,3698,259.0
1782625950.389,62,4,3698,258.8
1782625950.590,62,4,3698,258.8
1782625950.790,62,4,3698,263.4
1782625950.990,62,4,3698,263.4
1782625951.191,62,4,3698,263.4
1782625951.391,67,4,3698,262.5
1782625951.592,67,4,3698,262.5
1782625951.792,67,4,3698,279.7
1782625951.992,67,4,3698,279.7
1782625952.193,67,4,3698,279.7
1782625952.394,95,7,3698,316.2
1782625952.594,95,7,3698,316.2
1782625952.795,95,7,3698,325.4
1782625952.995,95,7,3698,325.4
1782625953.196,95,7,3698,325.4
1782625953.396,91,7,3698,330.0
1782625953.597,91,7,3698,330.0
1782625953.798,91,7,3698,326.6
1782625953.998,91,7,3698,326.6
1782625954.199,91,7,3698,326.6
1782625954.399,91,6,3698,330.3
1782625954.600,91,6,3698,330.3
1782625954.800,91,6,3698,334.5
1782625955.000,91,6,3698,334.5
1782625955.201,91,6,3698,334.5
1782625955.401,27,2,3698,310.8
1782625955.602,27,2,3698,310.8
1782625955.802,27,2,3698,195.5
1782625956.003,27,2,3698,195.5
1782625956.204,27,2,3698,195.5
1782625956.404,0,0,3698,100.7
1782625956.605,0,0,3698,100.7
1782625956.805,0,0,3698,132.8
1782625957.006,0,0,3698,132.8
1782625957.208,0,0,3698,132.8
1782625957.408,68,4,3698,215.0
1782625957.608,68,4,3698,215.0
1782625957.809,68,4,3698,271.5
1782625958.009,68,4,3698,271.5
1782625958.210,68,4,3698,271.5
1782625958.410,77,5,3698,264.5
1782625958.610,77,5,3698,264.5
1782625958.811,77,5,3698,267.9
1782625959.011,77,5,3698,267.9
1782625959.212,77,5,3698,267.9
1782625959.412,72,5,3698,268.2
1782625959.613,72,5,3698,268.2
1782625959.813,72,5,3698,269.8
1782625960.014,72,5,3698,269.8
1782625960.214,72,5,3698,269.8
1782625960.415,71,5,3698,269.2
1782625960.615,71,5,3698,269.2
1782625960.816,71,5,3698,267.6
1782625961.016,71,5,3698,267.6
1782625961.217,71,5,3698,267.6
1782625961.417,78,5,3698,273.6
1782625961.618,78,5,3698,273.6
1782625961.818,78,5,3698,273.6
1782625962.019,78,5,3698,273.6
1782625962.219,78,5,3698,273.6
1782625962.419,75,5,3698,269.4
1782625962.620,75,5,3698,269.4
1782625962.820,75,5,3698,267.1
1782625963.021,75,5,3698,267.1
1782625963.221,75,5,3698,267.1
1782625963.422,66,4,3698,270.7
1782625963.622,66,4,3698,270.7
1782625963.823,66,4,3698,268.8
1782625964.023,66,4,3698,268.8
1782625964.223,66,4,3698,268.8
1782625964.424,73,5,3698,266.9
1782625964.624,73,5,3698,266.9
1782625964.825,73,5,3698,267.8
1782625965.025,73,5,3698,267.8
1782625965.226,73,5,3698,267.8
1782625965.426,80,5,3698,266.4
1782625965.626,80,5,3698,266.4
1782625965.827,80,5,3698,284.9
1782625966.027,80,5,3698,284.9
1782625966.228,80,5,3698,284.9
1782625966.428,0,0,3698,275.3
1782625966.629,0,0,3698,275.3
1782625966.830,0,0,3698,168.9
1782625967.030,0,0,3698,168.9
1782625967.231,0,0,3698,168.9
1782625967.431,0,0,3698,99.9
1782625967.632,0,0,3698,99.9
1782625967.832,0,0,3698,146.0
1782625968.033,0,0,3698,146.0
1782625968.233,0,0,3698,146.0
1782625968.434,73,5,3698,234.5
1782625968.634,73,5,3698,234.5
1782625968.835,73,5,3698,256.1
1782625969.035,73,5,3698,256.1
1782625969.236,73,5,3698,256.1
1782625969.436,72,5,3698,247.6
1782625969.637,72,5,3698,247.6
1782625969.837,72,5,3698,249.1
1782625970.037,72,5,3698,249.1
1782625970.238,72,5,3698,249.1
1782625970.438,65,5,3698,244.8
1782625970.639,65,5,3698,244.8
1782625970.839,65,5,3698,245.5
1782625971.039,65,5,3698,245.5
1782625971.240,65,5,3698,245.5
1782625971.440,70,5,3698,254.0
1782625971.641,70,5,3698,254.0
1782625971.841,70,5,3698,257.3
1782625972.042,70,5,3698,257.3
1782625972.242,70,5,3698,257.3
1782625972.442,71,5,3698,255.2
1782625972.643,71,5,3698,255.2
1782625972.843,71,5,3698,260.3
1782625973.044,71,5,3698,260.3
