detector,params_M,phase,sid,device,bg_level,sap_5095,sap_50,sap_s,sap_m,sap_l,map_5095,map_s,map_m,map_l,latency_mean,eff_e2e_mean,frame_skip_pct,wall_sec
yolov8x,68.2,ladder,14,GPU,L2_lm,0.4288,0.6285,0.0881,0.2355,0.4905,0.5269,0.09,0.2664,0.6123,35.7514,35.7378,59.7257,29.7566
yolov8x,68.2,ladder,14,GPU,L3_vlm,0.091,0.1672,0.0444,0.1193,0.0616,0.0436,0.0084,0.0315,0.0463,496.4232,484.757,100.0,30.5419
yolov8x,68.2,ladder,15,GPU,L1_light,0.1469,0.2726,0.0315,0.1776,0.3941,0.2399,0.0472,0.2927,0.7032,22.7223,22.7469,0.5821,20.24
yolov8x,68.2,ladder,15,GPU,L1_heavy,0.1434,0.2685,0.0298,0.174,0.3822,0.2399,0.0472,0.2927,0.7032,26.1811,26.1982,7.5669,23.3091
yolov8x,68.2,ladder,15,GPU,L2_lm,0.0986,0.2257,0.0201,0.1197,0.237,0.2215,0.0435,0.2733,0.6468,35.9665,35.9792,59.7205,29.4217
yolov8x,68.2,ladder,15,GPU,L3_vlm,0.004,0.0147,0.001,0.0068,0.0058,0.0224,0.0043,0.0263,0.054,467.029,473.0007,100.0,29.8012
yolov8x,68.2,ladder,16,GPU,L1_light,0.3483,0.5035,0.0198,0.6774,0.6207,0.387,0.0226,0.7348,0.7461,22.5463,22.5316,0.0,10.5767
yolov8x,68.2,ladder,16,GPU,L1_heavy,0.3378,0.4929,0.0196,0.673,0.6012,0.387,0.0226,0.7348,0.7461,26.7161,26.7053,8.4282,12.5348
yolov8x,68.2,ladder,16,GPU,L2_lm,0.3037,0.4844,0.0168,0.6228,0.485,0.3462,0.0202,0.6951,0.6525,38.2669,38.0542,65.873,15.5359
yolov8x,68.2,ladder,16,GPU,L3_vlm,0.0194,0.0854,0.0038,0.056,0.032,0.0313,0.0031,0.0765,0.055,447.5279,492.4237,100.0,16.2513
yolov8x,68.2,ladder,17,GPU,L1_light,0.3037,0.4518,0.0394,0.3414,0.686,0.3419,0.044,0.379,0.772,22.7894,22.7309,0.4494,10.8065
yolov8x,68.2,ladder,17,GPU,L1_heavy,0.298,0.4517,0.0384,0.3364,0.6692,0.3419,0.044,0.379,0.772,26.9212,26.8983,10.1124,12.7871
yolov8x,68.2,ladder,17,GPU,L2_lm,0.249,0.4308,0.0321,0.2811,0.5653,0.3053,0.0396,0.341,0.7001,37.2115,37.0801,62.7848,15.7684
yolov8x,68.2,ladder,17,GPU,L3_vlm,0.05,0.1225,0.0047,0.0658,0.138,0.0293,0.0051,0.0328,0.0585,449.0745,473.5601,100.0,16.1022
yolov8x,68.2,ladder,18,GPU,L1_light,0.2247,0.2903,0.0299,0.1252,0.7802,0.2609,0.0353,0.2306,0.8721,22.9504,22.9528,0.1148,20.6987
yolov8x,68.2,ladder,18,GPU,L1_heavy,0.2222,0.2895,0.0296,0.1218,0.7698,0.2609,0.0353,0.2306,0.8721,25.989,25.9929,7.5775,23.4393
yolov8x,68.2,ladder,18,GPU,L2_lm,0.1983,0.2747,0.0212,0.089,0.6839,0.243,0.0328,0.2187,0.8139,35.6623,35.6837,59.6035,29.8867
yolov8x,68.2,ladder,18,GPU,L3_vlm,0.0841,0.1465,0.001,0.0079,0.2536,0.0208,0.0037,0.0167,0.068,455.7815,448.6808,100.0,30.0639
yolov8x,68.2,ladder,19,GPU,L1_light,0.1537,0.2732,0.0286,0.1735,0.4095,0.2526,0.0478,0.3633,0.6899,22.6333,22.6096,0.0,10.5453
yolov8x,68.2,ladder,19,GPU,L1_heavy,0.1474,0.2619,0.0276,0.1645,0.3811,0.2526,0.0478,0.3633,0.6899,26.4646,26.4575,9.8624,12.3393
yolov8x,68.2,ladder,19,GPU,L2_lm,0.1079,0.2126,0.0217,0.1114,0.2852,0.2332,0.0435,0.3303,0.6394,35.9101,35.8513,61.2903,15.5329
yolov8x,68.2,ladder,19,GPU,L3_vlm,0.0132,0.0285,0.0011,0.0034,0.0333,0.0211,0.0044,0.0306,0.0456,598.845,514.3091,100.0,15.9447
yolov8x,68.2,ladder,20,GPU,L1_light,0.138,0.2384,0.0198,0.1138,0.4192,0.2166,0.0217,0.2638,0.7148,22.7288,22.8119,0.2278,10.7081
yolov8x,68.2,ladder,20,GPU,L1_heavy,0.1337,0.2334,0.0196,0.1114,0.4066,0.2166,0.0217,0.2638,0.7148,26.2109,26.2197,7.9727,12.3077
yolov8x,68.2,ladder,20,GPU,L2_lm,0.0977,0.1785,0.0176,0.0762,0.2597,0.196,0.0198,0.2359,0.6534,36.5182,36.3236,61.0553,15.5589
yolov8x,68.2,ladder,20,GPU,L3_vlm,0.0124,0.0411,0.0022,0.012,0.0237,0.0185,0.0041,0.0256,0.0549,579.0106,488.7929,100.0,16.1314
