bg_level,n_streams,placement_name,placement_spec,mean_sap,worst_sap,sap_var,mean_map,worst_map,mean_latency,frame_skip_total,n_active_streams,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_lat,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_lat,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_lat,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_lat,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_lat,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_lat,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_lat,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_lat,s7_skip
L2,3,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU""]",0.1215,0.0854,0.002483,0.1637,0.1044,47.27,234.0,0,15.8,GPU,2,0.0854,0.0118,0.0934,0.3835,0.1044,47.57,77.1,GPU,22,0.1919,0.0011,0.1894,0.5837,0.1577,45.39,76.3,GPU,3,0.0871,0.0021,0.1732,0.1755,0.2289,48.83,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,3,SizeAware+Oracle,"[""NPU"", ""NPU"", ""GPU""]",0.1227,0.0834,0.001695,0.2006,0.1131,37.22,194.8,0,15.7,NPU,2,0.0834,0.0091,0.0828,0.405,0.1131,39.66,76.7,NPU,22,0.1796,0.0009,0.1714,0.5635,0.1814,35.47,57.8,GPU,3,0.1051,0.0017,0.1986,0.2187,0.3073,36.55,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,3,SizeBlindRev+Oracle,"[""GPU"", ""GPU"", ""NPU""]",0.1188,0.0765,0.00271,0.1762,0.1095,42.45,225.4,0,15.8,GPU,2,0.0878,0.0128,0.0951,0.3941,0.1095,45.41,80.8,GPU,22,0.1921,0.0011,0.1891,0.5835,0.1654,44.05,77.1,NPU,3,0.0765,0.0002,0.1517,0.1827,0.2538,37.89,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,3,Oracle,"[""NPU"", ""GPU"", ""GPU""]",0.1229,0.0859,0.002328,0.1788,0.1227,40.95,211.8,0,15.8,NPU,2,0.0859,0.0097,0.0876,0.4134,0.1227,35.96,57.3,GPU,22,0.1911,0.001,0.1889,0.579,0.164,44.12,77.7,GPU,3,0.0918,0.0021,0.1853,0.2016,0.2498,42.77,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,3,Oracle,"[""GPU"", ""NPU"", ""GPU""]",0.1199,0.0885,0.001666,0.1797,0.115,41.5,217.5,0,15.8,GPU,2,0.0885,0.0122,0.0956,0.3942,0.115,42.97,73.6,NPU,22,0.1775,0.001,0.1708,0.5575,0.1738,38.02,68.1,GPU,3,0.0936,0.0022,0.1931,0.1768,0.2504,43.5,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,3,Oracle,"[""NPU"", ""GPU"", ""NPU""]",0.1221,0.0817,0.002774,0.1948,0.1257,35.72,171.0,0,15.8,NPU,2,0.0881,0.0097,0.0932,0.4374,0.1257,34.09,50.1,GPU,22,0.1964,0.0013,0.1901,0.598,0.1873,38.26,66.9,NPU,3,0.0817,0.0003,0.1468,0.221,0.2716,34.8,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,3,Oracle,"[""GPU"", ""NPU"", ""NPU""]",0.1204,0.0915,0.001632,0.1966,0.1298,36.53,182.2,1,15.8,GPU,2,0.0922,0.0136,0.1047,0.4201,0.1298,38.82,67.9,NPU,22,0.1776,0.0009,0.171,0.5588,0.1754,37.48,70.0,NPU,3,0.0915,0.0003,0.1622,0.2515,0.2847,33.28,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,3,Oracle,"[""NPU"", ""NPU"", ""NPU""]",0.1163,0.0809,0.001943,0.1942,0.1261,34.95,175.1,0,15.5,NPU,2,0.0895,0.0097,0.0918,0.4373,0.1261,35.11,60.5,NPU,22,0.1784,0.001,0.1716,0.5627,0.1818,35.35,60.0,NPU,3,0.0809,0.0002,0.1536,0.2095,0.2746,34.4,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1044,0.0646,0.002325,0.1536,0.0815,54.92,312.7,0,15.8,GPU,2,0.0795,0.0104,0.0777,0.3674,0.0815,61.6,84.2,GPU,22,0.1868,0.0009,0.1871,0.5635,0.1379,54.03,74.4,GPU,3,0.0866,0.002,0.1773,0.1587,0.2164,52.6,78.0,GPU,21,0.0646,0.0074,0.0114,0.1738,0.1785,51.47,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,SizeAware+Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1031,0.0663,0.001817,0.1772,0.1148,43.6,304.7,0,15.8,NPU,2,0.0844,0.0094,0.0867,0.406,0.1148,38.44,66.9,NPU,22,0.1757,0.001,0.1695,0.5526,0.1666,39.91,73.4,GPU,3,0.0859,0.0021,0.1668,0.1573,0.2312,47.5,82.3,GPU,21,0.0663,0.0074,0.0125,0.1779,0.1963,48.53,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,SizeBlindRev+Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1006,0.0531,0.002693,0.1751,0.1044,42.81,307.5,0,15.8,GPU,2,0.0857,0.0116,0.0925,0.3835,0.1044,47.96,83.3,GPU,22,0.1882,0.001,0.1883,0.5773,0.1593,46.24,80.5,NPU,3,0.0756,0.0003,0.1466,0.2014,0.2466,38.31,71.7,NPU,21,0.0531,0.0004,0.0055,0.1587,0.1899,38.73,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1047,0.0676,0.002195,0.1624,0.1088,49.33,324.2,0,15.8,NPU,2,0.0821,0.009,0.0811,0.3956,0.1088,41.28,77.7,GPU,22,0.1851,0.0009,0.1877,0.5626,0.137,53.29,81.8,GPU,3,0.0839,0.0021,0.1676,0.1698,0.2099,51.7,83.6,GPU,21,0.0676,0.0078,0.0129,0.1798,0.1936,51.04,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1022,0.0646,0.001892,0.1656,0.0934,49.09,325.2,0,15.8,GPU,2,0.0825,0.0113,0.0871,0.376,0.0934,54.17,83.8,NPU,22,0.1762,0.001,0.1706,0.5496,0.1637,40.22,77.7,GPU,3,0.0853,0.0016,0.1702,0.146,0.2177,50.06,80.9,GPU,21,0.0646,0.0075,0.0112,0.1761,0.1877,51.94,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1024,0.0658,0.002385,0.1697,0.0923,48.87,322.1,0,15.8,GPU,2,0.0828,0.011,0.0866,0.3794,0.0923,54.52,87.0,GPU,22,0.1864,0.0013,0.1871,0.5711,0.1468,49.79,81.6,NPU,3,0.0748,0.0002,0.1526,0.1868,0.2486,38.65,69.9,GPU,21,0.0658,0.0075,0.0108,0.1763,0.1913,52.53,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1002,0.0527,0.002511,0.1594,0.0944,48.77,317.9,0,15.8,GPU,2,0.0827,0.011,0.088,0.3756,0.0944,52.71,83.0,GPU,22,0.1846,0.0011,0.1888,0.5596,0.1389,52.1,83.7,GPU,3,0.081,0.0021,0.1571,0.1446,0.2061,52.53,81.7,NPU,21,0.0527,0.0014,0.0054,0.156,0.1981,37.74,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1045,0.0679,0.002289,0.1774,0.1156,42.61,293.3,0,15.8,NPU,2,0.0851,0.009,0.0882,0.4205,0.1156,37.19,61.1,GPU,22,0.1867,0.0011,0.1881,0.5698,0.1443,50.14,88.1,NPU,3,0.0785,0.0003,0.1512,0.2133,0.2537,36.73,61.6,GPU,21,0.0679,0.0076,0.0124,0.1813,0.1962,46.37,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1054,0.0567,0.002619,0.1746,0.1123,42.59,298.9,0,15.8,NPU,2,0.0835,0.0092,0.0846,0.3986,0.1123,39.42,73.2,GPU,22,0.1914,0.0013,0.189,0.5776,0.1547,47.52,84.5,GPU,3,0.0898,0.0016,0.1705,0.1639,0.2289,47.08,81.0,NPU,21,0.0567,0.0004,0.0077,0.1635,0.2024,36.35,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1028,0.0708,0.001869,0.1809,0.1042,43.56,309.1,0,15.8,GPU,2,0.0858,0.0121,0.0901,0.3889,0.1042,48.36,84.4,NPU,22,0.1771,0.0009,0.1712,0.5529,0.168,39.98,73.1,NPU,3,0.0774,0.0003,0.145,0.2021,0.249,38.85,69.9,GPU,21,0.0708,0.0078,0.0131,0.1864,0.2023,47.04,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1011,0.0564,0.002085,0.1736,0.1045,43.4,303.4,0,15.9,GPU,2,0.0859,0.012,0.0908,0.3883,0.1045,48.04,85.7,NPU,22,0.1775,0.0009,0.1709,0.5527,0.1645,40.35,79.5,GPU,3,0.0845,0.0022,0.1727,0.148,0.2186,49.18,82.9,NPU,21,0.0564,0.0014,0.007,0.1646,0.2069,36.03,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1016,0.0695,0.001819,0.185,0.1165,39.07,278.8,0,15.7,NPU,2,0.0844,0.0094,0.0861,0.4194,0.1165,37.59,66.5,NPU,22,0.1749,0.0009,0.1718,0.5517,0.1667,39.01,69.9,NPU,3,0.0775,0.0003,0.1454,0.1959,0.2519,36.46,60.7,GPU,21,0.0695,0.0083,0.0124,0.1876,0.2048,43.2,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.103,0.059,0.001935,0.1881,0.1211,38.39,262.9,0,15.8,NPU,2,0.085,0.0088,0.0872,0.4063,0.1211,37.0,62.7,NPU,22,0.1762,0.001,0.1712,0.5535,0.1713,38.5,71.0,GPU,3,0.0918,0.0019,0.1836,0.1721,0.2522,42.62,76.3,NPU,21,0.059,0.0004,0.0094,0.1657,0.2076,35.45,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1032,0.0559,0.002759,0.1914,0.1185,37.67,248.3,0,15.8,NPU,2,0.0862,0.0094,0.0895,0.4381,0.1185,36.43,57.1,GPU,22,0.1921,0.0013,0.19,0.584,0.1747,41.48,75.1,NPU,3,0.0787,0.0004,0.1521,0.2341,0.266,36.8,59.7,NPU,21,0.0559,0.0005,0.0068,0.1623,0.2065,35.98,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1,0.0572,0.002142,0.1878,0.1159,38.12,269.5,0,15.6,GPU,2,0.0893,0.0125,0.0999,0.3982,0.1159,42.71,82.5,NPU,22,0.1777,0.0009,0.1714,0.5603,0.18,36.43,63.7,NPU,3,0.0759,0.0003,0.1481,0.1893,0.2538,37.47,64.6,NPU,21,0.0572,0.0004,0.0089,0.1642,0.2015,35.85,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,4,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1019,0.0589,0.002166,0.1968,0.1262,34.5,209.0,2,15.7,NPU,2,0.0899,0.0102,0.0955,0.4485,0.1262,34.29,51.5,NPU,22,0.1802,0.001,0.1719,0.5677,0.1865,34.02,47.6,NPU,3,0.0787,0.0002,0.1409,0.2183,0.261,37.11,67.4,NPU,21,0.0589,0.0006,0.0072,0.1731,0.2133,32.58,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0977,0.0523,0.001962,0.1306,0.0742,61.24,387.6,1,28.2,GPU,2,0.0755,0.0099,0.0763,0.351,0.0742,65.69,83.2,GPU,22,0.1781,0.0009,0.1881,0.5381,0.1111,65.41,87.0,GPU,13,0.1103,0.008,0.0797,0.2986,0.1455,40.57,45.2,GPU,3,0.0725,0.002,0.1496,0.1572,0.1844,64.99,84.6,GPU,21,0.0523,0.007,0.0089,0.1471,0.1377,69.55,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,SizeAware+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1093,0.0608,0.001856,0.1712,0.111,45.07,374.9,1,28.8,NPU,2,0.0835,0.0087,0.0822,0.4007,0.111,40.8,79.8,NPU,22,0.1723,0.001,0.1703,0.5409,0.1598,39.64,67.2,NPU,13,0.1482,0.0037,0.0613,0.3269,0.2102,34.98,48.9,GPU,3,0.0815,0.0022,0.1654,0.1232,0.2073,54.06,90.0,GPU,21,0.0608,0.007,0.0103,0.1664,0.1678,55.88,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,SizeBlindRev+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1005,0.0516,0.002137,0.1546,0.0821,49.02,382.2,1,28.7,GPU,2,0.0785,0.0098,0.0795,0.3604,0.0821,61.77,92.3,GPU,22,0.1817,0.0013,0.1868,0.5528,0.1239,59.46,88.9,GPU,13,0.1195,0.0081,0.0783,0.3117,0.1619,41.41,49.8,NPU,3,0.0713,0.0002,0.1437,0.1992,0.2281,41.38,78.4,NPU,21,0.0516,0.0004,0.0059,0.1537,0.1768,41.07,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1041,0.056,0.002128,0.1423,0.11,55.48,383.3,1,28.5,NPU,2,0.0828,0.0086,0.0834,0.4006,0.11,40.56,73.4,GPU,22,0.1789,0.0012,0.1861,0.5417,0.1125,67.24,85.4,GPU,13,0.135,0.0079,0.0773,0.3202,0.1741,42.02,48.7,GPU,3,0.0677,0.0015,0.13,0.0963,0.176,58.86,85.3,GPU,21,0.056,0.0064,0.0099,0.1519,0.139,68.7,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.0995,0.062,0.001691,0.1416,0.0752,55.23,382.6,1,28.3,GPU,2,0.0761,0.0094,0.0722,0.364,0.0752,65.04,87.9,NPU,22,0.1743,0.001,0.1701,0.5467,0.1613,40.93,73.1,GPU,13,0.1127,0.0082,0.0775,0.2991,0.1513,41.6,48.5,GPU,3,0.0725,0.0017,0.1503,0.1098,0.1635,65.05,87.9,GPU,21,0.062,0.0069,0.0104,0.1643,0.1567,63.52,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1072,0.0578,0.002305,0.1408,0.0782,59.15,406.6,0,29.3,GPU,2,0.0775,0.0102,0.0752,0.3599,0.0782,64.14,88.7,GPU,22,0.1787,0.001,0.1858,0.5386,0.1093,68.04,84.8,NPU,13,0.1502,0.0034,0.0614,0.3321,0.1981,36.46,59.1,GPU,3,0.072,0.0017,0.1434,0.1084,0.1767,62.22,85.4,GPU,21,0.0578,0.0066,0.0099,0.1584,0.1417,64.9,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1026,0.0558,0.00204,0.1501,0.0834,53.82,379.6,1,28.2,GPU,2,0.0783,0.011,0.0793,0.3627,0.0834,60.02,87.2,GPU,22,0.1802,0.001,0.1842,0.5431,0.1174,62.29,87.0,GPU,13,0.1256,0.0079,0.0764,0.3123,0.1646,41.91,47.0,NPU,3,0.0731,0.0003,0.1371,0.206,0.2334,40.7,71.4,GPU,21,0.0558,0.0071,0.0092,0.1525,0.1516,64.19,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1017,0.0528,0.001997,0.1452,0.0812,54.73,377.2,1,28.3,GPU,2,0.0781,0.0096,0.0785,0.3623,0.0812,61.7,85.3,GPU,22,0.1755,0.0008,0.1837,0.5294,0.1063,68.18,86.0,GPU,13,0.1293,0.0072,0.078,0.3193,0.1721,40.93,46.2,GPU,3,0.0729,0.0021,0.1579,0.1768,0.1819,62.56,87.1,NPU,21,0.0528,0.0007,0.006,0.1555,0.1847,40.28,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1051,0.0584,0.001854,0.1541,0.1071,48.53,389.1,0,28.4,NPU,2,0.0821,0.0089,0.0791,0.3999,0.1071,41.94,82.2,NPU,22,0.1748,0.0009,0.1698,0.55,0.1543,42.74,77.1,GPU,13,0.1343,0.0084,0.0803,0.3223,0.1626,39.76,50.8,GPU,3,0.076,0.0014,0.1579,0.1148,0.1866,59.62,87.9,GPU,21,0.0584,0.0071,0.0096,0.1594,0.16,58.57,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1069,0.0618,0.001808,0.152,0.1028,52.41,412.5,0,29.3,NPU,2,0.0818,0.0091,0.081,0.391,0.1028,43.01,80.1,GPU,22,0.1767,0.001,0.1857,0.5369,0.1123,62.57,90.1,NPU,13,0.1345,0.0035,0.0601,0.3151,0.1904,36.84,61.3,GPU,3,0.0797,0.0014,0.1478,0.134,0.1924,58.61,89.5,GPU,21,0.0618,0.0067,0.0097,0.1643,0.162,61.01,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1036,0.0589,0.001963,0.1569,0.1069,48.65,380.7,0,28.6,NPU,2,0.0818,0.0088,0.0808,0.3975,0.1069,41.75,76.9,GPU,22,0.1815,0.0011,0.1876,0.5536,0.1244,59.45,85.8,GPU,13,0.1223,0.0078,0.0792,0.3065,0.1576,39.95,51.1,NPU,3,0.0733,0.0003,0.14,0.1995,0.2363,40.89,76.1,GPU,21,0.0589,0.007,0.01,0.1596,0.1592,61.21,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1025,0.0522,0.00199,0.1527,0.1069,47.54,380.7,0,28.6,NPU,2,0.0821,0.0091,0.0806,0.391,0.1069,41.98,79.0,GPU,22,0.1802,0.001,0.1878,0.5463,0.1247,57.55,93.3,GPU,13,0.1206,0.008,0.0748,0.3039,0.153,41.7,52.9,GPU,3,0.0773,0.0019,0.1483,0.1731,0.1923,57.66,90.4,NPU,21,0.0522,0.0004,0.0062,0.153,0.1866,38.79,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.107,0.0628,0.001944,0.1526,0.0858,52.72,407.0,0,29.3,GPU,2,0.0793,0.0104,0.0808,0.3648,0.0858,59.81,87.8,NPU,22,0.1755,0.001,0.1713,0.5413,0.153,44.31,83.1,NPU,13,0.1425,0.0033,0.0608,0.3252,0.1891,36.63,59.2,GPU,3,0.0748,0.0014,0.148,0.1171,0.1839,60.77,87.4,GPU,21,0.0628,0.0071,0.0102,0.1653,0.1513,62.07,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1018,0.0587,0.001746,0.1582,0.0818,48.97,376.2,0,28.4,GPU,2,0.0784,0.0103,0.0781,0.3638,0.0818,61.69,87.3,NPU,22,0.1727,0.001,0.1701,0.5459,0.1622,40.19,71.4,GPU,13,0.125,0.0081,0.08,0.3145,0.1573,39.9,51.1,NPU,3,0.0742,0.0003,0.1367,0.2078,0.2379,41.48,78.0,GPU,21,0.0587,0.0072,0.0094,0.1601,0.1519,61.57,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1022,0.0528,0.001875,0.1556,0.0858,48.92,384.8,0,28.5,GPU,2,0.0802,0.0107,0.082,0.3664,0.0858,59.1,87.0,NPU,22,0.1742,0.0008,0.1698,0.5451,0.1559,43.35,81.4,GPU,13,0.1271,0.0079,0.0764,0.3179,0.1631,40.47,52.1,GPU,3,0.0769,0.0019,0.1479,0.146,0.1816,60.49,88.8,NPU,21,0.0528,0.0012,0.006,0.155,0.1913,41.2,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1078,0.0633,0.002137,0.1573,0.0823,50.79,388.0,1,27.9,GPU,2,0.0796,0.0107,0.0786,0.3706,0.0823,60.9,88.5,GPU,22,0.1786,0.001,0.1869,0.5443,0.1205,61.44,92.6,NPU,13,0.1468,0.0035,0.0682,0.3526,0.1841,33.51,40.2,NPU,3,0.0706,0.0002,0.1289,0.1647,0.2275,42.78,81.7,GPU,21,0.0633,0.007,0.0123,0.1696,0.1719,55.34,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1083,0.0523,0.002412,0.1565,0.0863,49.84,380.2,1,28.8,GPU,2,0.0803,0.0107,0.0805,0.3667,0.0863,58.64,88.5,GPU,22,0.1837,0.001,0.1862,0.5554,0.1239,59.59,91.3,NPU,13,0.1473,0.0032,0.0623,0.3311,0.1933,34.73,49.7,GPU,3,0.0777,0.0013,0.1537,0.1121,0.1959,57.87,88.2,NPU,21,0.0523,0.0007,0.005,0.1562,0.1829,38.36,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1068,0.0645,0.00198,0.1715,0.104,42.73,361.6,0,28.4,NPU,2,0.0809,0.0084,0.0797,0.3889,0.104,42.16,76.9,NPU,22,0.1798,0.001,0.1709,0.5614,0.1721,38.49,69.3,GPU,13,0.137,0.008,0.078,0.3258,0.1712,38.93,51.4,NPU,3,0.0721,0.0004,0.1403,0.1768,0.2291,41.55,78.4,GPU,21,0.0645,0.0071,0.0117,0.1741,0.181,52.54,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1062,0.0531,0.001992,0.1675,0.105,42.73,358.7,0,28.4,NPU,2,0.0813,0.0089,0.0797,0.3922,0.105,41.99,78.7,NPU,22,0.1755,0.001,0.1709,0.5475,0.1632,40.38,70.8,GPU,13,0.1395,0.0083,0.0809,0.3229,0.1748,39.18,51.5,GPU,3,0.0816,0.0019,0.1592,0.1398,0.2086,52.84,88.0,NPU,21,0.0531,0.0006,0.005,0.1565,0.1859,39.27,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1086,0.0631,0.002141,0.1696,0.1111,45.36,379.6,0,29.0,NPU,2,0.0828,0.009,0.084,0.4023,0.1111,39.85,73.7,GPU,22,0.1828,0.001,0.1848,0.5583,0.129,55.75,89.1,NPU,13,0.1423,0.0031,0.0618,0.3235,0.1999,35.29,53.2,NPU,3,0.0722,0.0002,0.1425,0.1869,0.2413,39.08,73.1,GPU,21,0.0631,0.0071,0.01,0.1685,0.1668,56.85,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1107,0.0521,0.002379,0.1684,0.1112,44.87,379.0,0,29.3,NPU,2,0.0832,0.0091,0.0837,0.3959,0.1112,40.55,75.7,GPU,22,0.1879,0.0011,0.1894,0.5641,0.1353,55.27,90.6,NPU,13,0.1444,0.0037,0.0595,0.3277,0.1942,35.46,54.4,GPU,3,0.0859,0.0025,0.1774,0.1456,0.2128,53.26,87.1,NPU,21,0.0521,0.0004,0.0056,0.1541,0.1884,39.83,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1048,0.0501,0.002235,0.1612,0.1092,44.06,367.8,0,28.9,NPU,2,0.0831,0.0087,0.0825,0.4018,0.1092,40.31,70.2,GPU,22,0.1811,0.0017,0.189,0.5477,0.1295,56.56,88.6,GPU,13,0.1356,0.0073,0.0787,0.3132,0.1703,40.45,55.3,NPU,3,0.0742,0.0002,0.152,0.1922,0.2234,42.51,81.4,NPU,21,0.0501,0.0005,0.0051,0.1514,0.1735,40.47,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,5,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1122,0.0596,0.002555,0.1803,0.0751,45.61,319.9,2,25.8,GPU,2,0.0764,0.0093,0.0746,0.3559,0.0751,66.86,93.6,NPU,22,0.1827,0.0011,0.1728,0.5738,0.1894,33.79,46.4,NPU,13,0.1635,0.0038,0.0748,0.3642,0.2158,29.41,28.8,NPU,3,0.0786,0.0002,0.1496,0.1965,0.2701,35.15,55.6,GPU,21,0.0596,0.0067,0.0089,0.16,0.1513,62.86,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
