# provenance: {"generated_at": "2026-07-29T18:41:17+09:00", "git_commit": "c37c5bd761fbbe8ea50202b2aca82eb9b17fca1b (pre-commit HEAD)", "alpha": 0.3, "beta": 1.0, "seed": 42, "input_data": ["/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_gpu/performance_gpu_full540.json", "/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_npu/performance_npu_full540.json"], "experiment": "P6 view-level oof"}
platform,combination,model,dev,eff_fps,ratio_raw,target,pred
npu,combination_89,yolo11l,cpu,13.968,0.0759,0.0759,0.0762
npu,combination_96,resnet50,npu,471.996,0.0955,0.0955,0.1091
npu,combination_96,yolo11l,npu,41.904,0.4577,0.4577,0.5659
npu,combination_79,resnet50,npu,157.332,0.4536,0.4536,0.4543
npu,combination_79,yolo11l,cpu,13.968,0.6608,0.6608,0.6577
npu,combination_106,resnet50,cpu,157.332,0.1059,0.1059,0.1058
npu,combination_106,yolo11x,npu,14.130,0.9526,0.9526,0.9773
npu,combination_78,resnet50,cpu,157.332,0.5406,0.5406,0.5321
npu,combination_78,yolo11l,npu,13.968,0.9658,0.9658,0.9677
npu,combination_27,resnet50,npu,157.332,0.4959,0.4959,0.4691
npu,combination_27,yolo11s,cpu,44.928,0.1362,0.1362,0.1524
npu,combination_19,resnet50,npu,471.996,0.1556,0.1556,0.1547
npu,combination_19,yolo11n,cpu,85.222,0.1314,0.1314,0.1339
npu,combination_68,resnet50,npu,471.996,0.1758,0.1758,0.1750
npu,combination_68,yolo11m,npu,54.318,0.5843,0.5843,0.6477
npu,combination_82,resnet50,cpu,157.332,0.1047,0.1047,0.1006
npu,combination_82,yolo11l,npu,27.936,0.8011,0.8011,0.7495
npu,combination_42,resnet50,cpu,157.332,0.1019,0.1019,0.1161
npu,combination_42,yolo11s,npu,134.784,0.1889,0.1889,0.2058
npu,combination_17,resnet50,cpu,157.332,0.0514,0.0514,0.0506
npu,combination_17,yolo11n,cpu,85.222,0.0713,0.0713,0.0682
npu,combination_83,resnet50,npu,314.664,0.2552,0.2552,0.2453
npu,combination_83,yolo11l,cpu,13.968,0.1503,0.1503,0.1556
npu,combination_5,resnet50,cpu,157.332,0.0912,0.0912,0.0822
npu,combination_5,yolo11n,cpu,85.222,0.1232,0.1232,0.1249
npu,combination_59,resnet50,npu,314.664,0.2530,0.2530,0.2497
npu,combination_59,yolo11m,cpu,18.106,0.1480,0.1480,0.1522
npu,combination_31,resnet50,npu,157.332,0.4511,0.4511,0.4402
npu,combination_31,yolo11s,cpu,44.928,0.5627,0.5627,0.6253
npu,combination_44,resnet50,npu,471.996,0.1755,0.1755,0.1756
npu,combination_44,yolo11s,npu,134.784,0.2905,0.2905,0.3486
npu,combination_102,resnet50,cpu,157.332,0.5450,0.5450,0.5195
npu,combination_102,yolo11x,npu,7.065,0.9908,0.9908,1.0000
npu,combination_110,resnet50,cpu,157.332,0.4985,0.4985,0.4764
npu,combination_110,yolo11x,npu,14.130,0.9632,0.9632,0.9336
npu,combination_28,resnet50,npu,157.332,0.5209,0.5209,0.5281
npu,combination_28,yolo11s,npu,44.928,0.8033,0.8033,0.8164
npu,combination_24,resnet50,npu,471.996,0.0969,0.0969,0.1103
npu,combination_24,yolo11n,npu,255.666,0.1044,0.1044,0.1245
npu,combination_26,resnet50,cpu,157.332,0.1110,0.1110,0.1096
npu,combination_26,yolo11s,npu,44.928,0.6864,0.6864,0.7054
npu,combination_77,resnet50,cpu,157.332,0.0831,0.0831,0.0869
npu,combination_77,yolo11l,cpu,13.968,0.1360,0.1360,0.1426
npu,combination_115,resnet50,npu,471.996,0.1540,0.1540,0.1551
npu,combination_115,yolo11x,cpu,7.065,0.1783,0.1783,0.1615
npu,combination_10,resnet50,cpu,157.332,0.1007,0.1007,0.1134
npu,combination_10,yolo11n,npu,170.444,0.1724,0.1724,0.2244
npu,combination_30,resnet50,cpu,157.332,0.4911,0.4911,0.5134
npu,combination_30,yolo11s,npu,44.928,0.6377,0.6377,0.6704
npu,combination_16,resnet50,npu,314.664,0.2015,0.2015,0.1878
npu,combination_16,yolo11n,npu,170.444,0.2141,0.2141,0.2247
npu,combination_312,mobilenet_v2,cpu,814.332,0.0398,0.0398,0.0400
npu,combination_312,resnet50,cpu,157.332,0.0341,0.0341,0.0345
npu,combination_312,yolo11s,cpu,44.928,0.0443,0.0443,0.0432
npu,combination_312,yolo11m,npu,27.159,0.5681,0.5681,0.5516
npu,combination_312,yolo11l,npu,20.952,0.7011,0.7011,0.6663
npu,combination_337,mobilenet_v2,cpu,814.332,0.0408,0.0408,0.0387
npu,combination_337,resnet50,npu,314.664,0.1319,0.1319,0.1300
npu,combination_337,yolo11s,cpu,44.928,0.0385,0.0385,0.0413
npu,combination_337,yolo11m,npu,36.212,0.4275,0.4275,0.4855
npu,combination_337,yolo11l,cpu,13.968,0.0523,0.0523,0.0475
npu,combination_347,mobilenet_v2,npu,907.441,0.0493,0.0493,0.0501
npu,combination_347,resnet50,cpu,157.332,0.0310,0.0310,0.0321
npu,combination_347,yolo11s,cpu,44.928,0.0450,0.0450,0.0399
npu,combination_347,yolo11m,npu,36.212,0.4363,0.4363,0.4754
npu,combination_347,yolo11l,cpu,13.968,0.0473,0.0473,0.0468
npu,combination_348,mobilenet_v2,cpu,814.332,0.0547,0.0547,0.0505
npu,combination_348,resnet50,cpu,157.332,0.0481,0.0481,0.0495
npu,combination_348,yolo11s,npu,89.856,0.2135,0.2135,0.2012
npu,combination_348,yolo11m,npu,36.212,0.5117,0.5117,0.4955
npu,combination_348,yolo11l,npu,27.936,0.6293,0.6293,0.6224
npu,combination_338,mobilenet_v2,cpu,814.332,0.0517,0.0517,0.0476
npu,combination_338,resnet50,npu,314.664,0.1246,0.1246,0.1346
npu,combination_338,yolo11s,npu,89.856,0.1849,0.1849,0.1792
npu,combination_338,yolo11m,cpu,18.106,0.0663,0.0663,0.0720
npu,combination_338,yolo11l,cpu,13.968,0.0687,0.0687,0.0721
npu,combination_323,mobilenet_v2,cpu,814.332,0.0516,0.0516,0.0525
npu,combination_323,resnet50,npu,235.998,0.2132,0.2132,0.1848
npu,combination_323,yolo11s,npu,67.392,0.3085,0.3085,0.2858
npu,combination_323,yolo11m,cpu,18.106,0.0751,0.0751,0.0761
npu,combination_323,yolo11l,npu,20.952,0.7990,0.7990,0.7285
npu,combination_335,mobilenet_v2,npu,907.441,0.0563,0.0563,0.0665
npu,combination_335,resnet50,npu,314.664,0.1611,0.1611,0.1946
npu,combination_335,yolo11s,npu,89.856,0.2218,0.2218,0.2869
npu,combination_335,yolo11m,cpu,18.106,0.4866,0.4866,0.4743
npu,combination_335,yolo11l,npu,27.936,0.6218,0.6218,0.7264
npu,combination_343,mobilenet_v2,cpu,814.332,0.0517,0.0517,0.0484
npu,combination_343,resnet50,npu,314.664,0.1512,0.1512,0.1510
npu,combination_343,yolo11s,npu,89.856,0.2012,0.2012,0.1897
npu,combination_343,yolo11m,cpu,18.106,0.0740,0.0740,0.0730
npu,combination_343,yolo11l,npu,27.936,0.6472,0.6472,0.6371
npu,combination_333,mobilenet_v2,cpu,814.332,0.0517,0.0517,0.0491
npu,combination_333,resnet50,npu,314.664,0.1295,0.1295,0.1371
npu,combination_333,yolo11s,cpu,44.928,0.0554,0.0554,0.0597
npu,combination_333,yolo11m,npu,36.212,0.4175,0.4175,0.4833
npu,combination_333,yolo11l,cpu,13.968,0.0666,0.0666,0.0709
npu,combination_308,mobilenet_v2,cpu,814.332,0.0524,0.0524,0.0504
npu,combination_308,resnet50,cpu,157.332,0.0479,0.0479,0.0479
npu,combination_308,yolo11s,npu,44.928,0.5041,0.5041,0.4779
npu,combination_308,yolo11m,npu,18.106,0.8533,0.8533,0.8539
npu,combination_308,yolo11l,npu,13.968,0.8727,0.8727,0.8860
npu,combination_311,mobilenet_v2,cpu,814.332,0.0338,0.0338,0.0310
npu,combination_311,resnet50,cpu,157.332,0.0256,0.0256,0.0250
npu,combination_311,yolo11s,npu,67.392,0.2275,0.2275,0.2113
npu,combination_311,yolo11m,cpu,18.106,0.0392,0.0392,0.0388
npu,combination_311,yolo11l,cpu,13.968,0.0351,0.0351,0.0362
npu,combination_305,mobilenet_v2,npu,814.332,0.1082,0.1082,0.1019
npu,combination_305,resnet50,npu,157.332,0.5188,0.5188,0.4856
npu,combination_305,yolo11s,npu,44.928,0.7639,0.7639,0.7523
npu,combination_305,yolo11m,npu,18.106,0.9494,0.9494,0.9548
npu,combination_305,yolo11l,npu,13.968,0.9629,0.9629,0.9785
npu,combination_313,mobilenet_v2,cpu,814.332,0.0476,0.0476,0.0499
npu,combination_313,resnet50,npu,235.998,0.1802,0.1802,0.1647
npu,combination_313,yolo11s,cpu,44.928,0.0614,0.0614,0.0591
npu,combination_313,yolo11m,npu,27.159,0.6421,0.6421,0.5596
npu,combination_313,yolo11l,cpu,13.968,0.0666,0.0666,0.0699
npu,combination_344,mobilenet_v2,npu,907.441,0.0654,0.0654,0.0618
npu,combination_344,resnet50,cpu,157.332,0.0921,0.0921,0.0966
npu,combination_344,yolo11s,npu,89.856,0.2803,0.2803,0.3108
npu,combination_344,yolo11m,npu,36.212,0.6293,0.6293,0.6104
npu,combination_344,yolo11l,npu,27.936,0.7370,0.7370,0.7498
npu,combination_299,mobilenet_v2,npu,814.332,0.0715,0.0715,0.0786
npu,combination_299,resnet50,cpu,157.332,0.0744,0.0744,0.0825
npu,combination_299,yolo11s,cpu,44.928,0.1073,0.1073,0.1056
npu,combination_299,yolo11m,npu,18.106,0.8881,0.8881,0.8845
npu,combination_299,yolo11l,npu,13.968,0.9207,0.9207,0.8962
npu,combination_317,mobilenet_v2,cpu,814.332,0.0402,0.0402,0.0395
npu,combination_317,resnet50,npu,235.998,0.1751,0.1751,0.1592
npu,combination_317,yolo11s,cpu,44.928,0.0436,0.0436,0.0438
npu,combination_317,yolo11m,npu,27.159,0.5873,0.5873,0.5430
npu,combination_317,yolo11l,cpu,13.968,0.0515,0.0515,0.0482
npu,combination_326,mobilenet_v2,cpu,814.332,0.0300,0.0300,0.0300
npu,combination_326,resnet50,cpu,157.332,0.0263,0.0263,0.0230
npu,combination_326,yolo11s,cpu,44.928,0.0334,0.0334,0.0310
npu,combination_326,yolo11m,cpu,18.106,0.0409,0.0409,0.0388
npu,combination_326,yolo11l,npu,20.952,0.6061,0.6061,0.5864
npu,combination_334,mobilenet_v2,cpu,814.332,0.0659,0.0659,0.0680
npu,combination_334,resnet50,npu,314.664,0.1373,0.1373,0.1580
npu,combination_334,yolo11s,npu,89.856,0.2061,0.2061,0.2447
npu,combination_334,yolo11m,cpu,18.106,0.1298,0.1298,0.1327
npu,combination_334,yolo11l,npu,27.936,0.5702,0.5702,0.7119
npu,combination_319,mobilenet_v2,npu,907.441,0.0545,0.0545,0.0569
npu,combination_319,resnet50,cpu,157.332,0.0782,0.0782,0.0858
npu,combination_319,yolo11s,cpu,44.928,0.0962,0.0962,0.1026
npu,combination_319,yolo11m,npu,27.159,0.6296,0.6296,0.7251
npu,combination_319,yolo11l,npu,20.952,0.7899,0.7899,0.7939
npu,combination_316,mobilenet_v2,cpu,814.332,0.0322,0.0322,0.0299
npu,combination_316,resnet50,cpu,157.332,0.0257,0.0257,0.0233
npu,combination_316,yolo11s,cpu,44.928,0.0318,0.0318,0.0313
npu,combination_316,yolo11m,cpu,18.106,0.0387,0.0387,0.0387
npu,combination_316,yolo11l,cpu,13.968,0.0365,0.0365,0.0359
npu,combination_320,mobilenet_v2,cpu,814.332,0.1194,0.1194,0.1227
npu,combination_320,resnet50,npu,235.998,0.2176,0.2176,0.2224
npu,combination_320,yolo11s,npu,67.392,0.3073,0.3073,0.3427
npu,combination_320,yolo11m,npu,27.159,0.6745,0.6745,0.7136
npu,combination_320,yolo11l,npu,20.952,0.7866,0.7866,0.8040
npu,combination_346,mobilenet_v2,cpu,814.332,0.0335,0.0335,0.0321
npu,combination_346,resnet50,cpu,157.332,0.0268,0.0268,0.0247
npu,combination_346,yolo11s,cpu,44.928,0.0289,0.0289,0.0306
npu,combination_346,yolo11m,cpu,18.106,0.0436,0.0436,0.0384
npu,combination_346,yolo11l,npu,27.936,0.4503,0.4503,0.5072
npu,combination_321,mobilenet_v2,cpu,814.332,0.0334,0.0334,0.0309
npu,combination_321,resnet50,cpu,157.332,0.0228,0.0228,0.0238
npu,combination_321,yolo11s,cpu,44.928,0.0338,0.0338,0.0313
npu,combination_321,yolo11m,npu,27.159,0.5184,0.5184,0.4682
npu,combination_321,yolo11l,cpu,13.968,0.0430,0.0430,0.0358
npu,combination_289,mobilenet_v2,cpu,814.332,0.0240,0.0240,0.0262
npu,combination_289,resnet50,cpu,157.332,0.0191,0.0191,0.0208
npu,combination_289,yolo11s,cpu,44.928,0.0292,0.0292,0.0262
npu,combination_289,yolo11m,cpu,18.106,0.0287,0.0287,0.0321
npu,combination_289,yolo11l,cpu,13.968,0.0329,0.0329,0.0305
npu,combination_292,mobilenet_v2,cpu,814.332,0.0377,0.0377,0.0394
npu,combination_292,resnet50,cpu,157.332,0.0318,0.0318,0.0323
npu,combination_292,yolo11s,cpu,44.928,0.0427,0.0427,0.0417
npu,combination_292,yolo11m,npu,18.106,0.8461,0.8461,0.8158
npu,combination_292,yolo11l,npu,13.968,0.8777,0.8777,0.8486
npu,combination_331,mobilenet_v2,cpu,814.332,0.0340,0.0340,0.0343
npu,combination_331,resnet50,cpu,157.332,0.0240,0.0240,0.0274
npu,combination_331,yolo11s,npu,89.856,0.1499,0.1499,0.1954
npu,combination_331,yolo11m,cpu,18.106,0.0398,0.0398,0.0407
npu,combination_331,yolo11l,cpu,13.968,0.0401,0.0401,0.0397
npu,combination_294,mobilenet_v2,cpu,814.332,0.0691,0.0691,0.0696
npu,combination_294,resnet50,npu,157.332,0.3490,0.3490,0.3597
npu,combination_294,yolo11s,npu,44.928,0.4790,0.4790,0.5668
npu,combination_294,yolo11m,cpu,18.106,0.1403,0.1403,0.1334
npu,combination_294,yolo11l,npu,13.968,0.9064,0.9064,0.8877
npu,combination_332,mobilenet_v2,cpu,814.332,0.0421,0.0421,0.0392
npu,combination_332,resnet50,cpu,157.332,0.0356,0.0356,0.0342
npu,combination_332,yolo11s,cpu,44.928,0.0454,0.0454,0.0444
npu,combination_332,yolo11m,npu,36.212,0.4021,0.4021,0.4184
npu,combination_332,yolo11l,npu,27.936,0.5480,0.5480,0.4862
npu,combination_290,mobilenet_v2,npu,814.332,0.0965,0.0965,0.0851
npu,combination_290,resnet50,npu,157.332,0.4351,0.4351,0.3943
npu,combination_290,yolo11s,npu,44.928,0.6408,0.6408,0.6350
npu,combination_290,yolo11m,npu,18.106,0.9339,0.9339,0.9274
npu,combination_290,yolo11l,npu,13.968,0.9715,0.9715,0.9690
npu,combination_325,mobilenet_v2,npu,907.441,0.0853,0.0853,0.0795
npu,combination_325,resnet50,npu,235.998,0.3261,0.3261,0.2805
npu,combination_325,yolo11s,npu,67.392,0.5548,0.5548,0.4571
npu,combination_325,yolo11m,npu,27.159,0.8226,0.8226,0.7947
npu,combination_325,yolo11l,npu,20.952,0.8959,0.8959,0.8689
npu,combination_314,mobilenet_v2,cpu,814.332,0.0689,0.0689,0.0720
npu,combination_314,resnet50,npu,235.998,0.2061,0.2061,0.2067
npu,combination_314,yolo11s,npu,67.392,0.2892,0.2892,0.3206
npu,combination_314,yolo11m,cpu,18.106,0.1287,0.1287,0.1283
npu,combination_314,yolo11l,npu,20.952,0.7866,0.7866,0.7881
npu,combination_336,mobilenet_v2,cpu,814.332,0.0353,0.0353,0.0311
npu,combination_336,resnet50,cpu,157.332,0.0258,0.0258,0.0234
npu,combination_336,yolo11s,cpu,44.928,0.0300,0.0300,0.0312
npu,combination_336,yolo11m,cpu,18.106,0.0414,0.0414,0.0377
npu,combination_336,yolo11l,cpu,13.968,0.0344,0.0344,0.0362
npu,combination_307,mobilenet_v2,npu,814.332,0.0590,0.0590,0.0610
npu,combination_307,resnet50,cpu,157.332,0.0323,0.0323,0.0324
npu,combination_307,yolo11s,cpu,44.928,0.0438,0.0438,0.0411
npu,combination_307,yolo11m,npu,18.106,0.8528,0.8528,0.8225
npu,combination_307,yolo11l,cpu,13.968,0.0515,0.0515,0.0498
npu,combination_324,mobilenet_v2,npu,907.441,0.0687,0.0687,0.0606
npu,combination_324,resnet50,cpu,157.332,0.0910,0.0910,0.1085
npu,combination_324,yolo11s,npu,67.392,0.3910,0.3910,0.3466
npu,combination_324,yolo11m,npu,27.159,0.7758,0.7758,0.7434
npu,combination_324,yolo11l,npu,20.952,0.8553,0.8553,0.8160
npu,combination_340,mobilenet_v2,cpu,814.332,0.1176,0.1176,0.1198
npu,combination_340,resnet50,npu,314.664,0.1447,0.1447,0.1971
npu,combination_340,yolo11s,npu,89.856,0.2020,0.2020,0.2439
npu,combination_340,yolo11m,npu,36.212,0.4711,0.4711,0.5900
npu,combination_340,yolo11l,npu,27.936,0.5960,0.5960,0.7343
npu,combination_315,mobilenet_v2,npu,907.441,0.0629,0.0629,0.0633
npu,combination_315,resnet50,npu,235.998,0.2372,0.2372,0.2321
npu,combination_315,yolo11s,npu,67.392,0.3352,0.3352,0.3459
npu,combination_315,yolo11m,cpu,18.106,0.4833,0.4833,0.4750
npu,combination_315,yolo11l,npu,20.952,0.8123,0.8123,0.8061
npu,combination_306,mobilenet_v2,cpu,814.332,0.0352,0.0352,0.0333
npu,combination_306,resnet50,cpu,157.332,0.0261,0.0261,0.0267
npu,combination_306,yolo11s,cpu,44.928,0.0363,0.0363,0.0330
npu,combination_306,yolo11m,cpu,18.106,0.0414,0.0414,0.0405
npu,combination_306,yolo11l,npu,13.968,0.8627,0.8627,0.8149
npu,combination_341,mobilenet_v2,cpu,814.332,0.0339,0.0339,0.0321
npu,combination_341,resnet50,cpu,157.332,0.0250,0.0250,0.0247
npu,combination_341,yolo11s,cpu,44.928,0.0347,0.0347,0.0306
npu,combination_341,yolo11m,npu,36.212,0.3352,0.3352,0.4465
npu,combination_341,yolo11l,cpu,13.968,0.0415,0.0415,0.0376
npu,combination_295,mobilenet_v2,npu,814.332,0.0798,0.0798,0.0792
npu,combination_295,resnet50,npu,157.332,0.3900,0.3900,0.4232
npu,combination_295,yolo11s,npu,44.928,0.5658,0.5658,0.5962
npu,combination_295,yolo11m,cpu,18.106,0.5059,0.5059,0.4781
npu,combination_295,yolo11l,npu,13.968,0.9228,0.9228,0.9296
npu,combination_328,mobilenet_v2,cpu,814.332,0.0514,0.0514,0.0523
npu,combination_328,resnet50,cpu,157.332,0.0458,0.0458,0.0539
npu,combination_328,yolo11s,npu,67.392,0.3034,0.3034,0.2641
npu,combination_328,yolo11m,npu,27.159,0.6985,0.6985,0.6426
npu,combination_328,yolo11l,npu,20.952,0.8052,0.8052,0.7295
npu,combination_345,mobilenet_v2,npu,907.441,0.0787,0.0787,0.0878
npu,combination_345,resnet50,npu,314.664,0.2251,0.2251,0.2358
npu,combination_345,yolo11s,npu,89.856,0.3848,0.3848,0.3933
npu,combination_345,yolo11m,npu,36.212,0.7199,0.7199,0.7542
npu,combination_345,yolo11l,npu,27.936,0.7907,0.7907,0.8046
npu,combination_342,mobilenet_v2,npu,907.441,0.0457,0.0457,0.0465
npu,combination_342,resnet50,cpu,157.332,0.0326,0.0326,0.0323
npu,combination_342,yolo11s,npu,89.856,0.1831,0.1831,0.2037
npu,combination_342,yolo11m,cpu,18.106,0.0481,0.0481,0.0479
npu,combination_342,yolo11l,cpu,13.968,0.0494,0.0494,0.0469
npu,combination_298,mobilenet_v2,cpu,814.332,0.0501,0.0501,0.0502
npu,combination_298,resnet50,npu,157.332,0.3011,0.3011,0.3035
npu,combination_298,yolo11s,npu,44.928,0.4156,0.4156,0.4008
npu,combination_298,yolo11m,cpu,18.106,0.0635,0.0635,0.0703
npu,combination_298,yolo11l,cpu,13.968,0.0788,0.0788,0.0696
npu,combination_322,mobilenet_v2,npu,907.441,0.0517,0.0517,0.0464
npu,combination_322,resnet50,cpu,157.332,0.0310,0.0310,0.0352
npu,combination_322,yolo11s,npu,67.392,0.2543,0.2543,0.2335
npu,combination_322,yolo11m,cpu,18.106,0.0481,0.0481,0.0520
npu,combination_322,yolo11l,cpu,13.968,0.0508,0.0508,0.0487
npu,combination_329,mobilenet_v2,cpu,814.332,0.0269,0.0269,0.0278
npu,combination_329,resnet50,cpu,157.332,0.0233,0.0233,0.0208
npu,combination_329,yolo11s,cpu,44.928,0.0298,0.0298,0.0276
npu,combination_329,yolo11m,cpu,18.106,0.0304,0.0304,0.0315
npu,combination_329,yolo11l,cpu,13.968,0.0315,0.0315,0.0308
npu,combination_309,mobilenet_v2,cpu,814.332,0.0280,0.0280,0.0256
npu,combination_309,resnet50,cpu,157.332,0.0224,0.0224,0.0199
npu,combination_309,yolo11s,cpu,44.928,0.0289,0.0289,0.0272
npu,combination_309,yolo11m,cpu,18.106,0.0304,0.0304,0.0323
npu,combination_309,yolo11l,cpu,13.968,0.0336,0.0336,0.0307
npu,combination_297,mobilenet_v2,cpu,814.332,0.0412,0.0412,0.0402
npu,combination_297,resnet50,npu,157.332,0.2952,0.2952,0.2980
npu,combination_297,yolo11s,cpu,44.928,0.0378,0.0378,0.0415
npu,combination_297,yolo11m,npu,18.106,0.8097,0.8097,0.8033
npu,combination_297,yolo11l,cpu,13.968,0.0523,0.0523,0.0495
npu,combination_330,mobilenet_v2,npu,907.441,0.0539,0.0539,0.0673
npu,combination_330,resnet50,npu,314.664,0.1523,0.1523,0.1813
npu,combination_330,yolo11s,npu,89.856,0.2927,0.2927,0.2930
npu,combination_330,yolo11m,npu,36.212,0.5446,0.5446,0.6281
npu,combination_330,yolo11l,npu,27.936,0.6429,0.6429,0.6918
npu,combination_291,mobilenet_v2,cpu,814.332,0.0349,0.0349,0.0334
npu,combination_291,resnet50,cpu,157.332,0.0243,0.0243,0.0260
npu,combination_291,yolo11s,npu,44.928,0.3239,0.3239,0.3325
npu,combination_291,yolo11m,cpu,18.106,0.0431,0.0431,0.0405
npu,combination_291,yolo11l,cpu,13.968,0.0394,0.0394,0.0382
npu,combination_318,mobilenet_v2,cpu,814.332,0.0487,0.0487,0.0509
npu,combination_318,resnet50,npu,235.998,0.1913,0.1913,0.1622
npu,combination_318,yolo11s,npu,67.392,0.2680,0.2680,0.2389
npu,combination_318,yolo11m,cpu,18.106,0.0685,0.0685,0.0728
npu,combination_318,yolo11l,cpu,13.968,0.0673,0.0673,0.0695
npu,combination_304,mobilenet_v2,npu,814.332,0.0845,0.0845,0.0799
npu,combination_304,resnet50,cpu,157.332,0.0947,0.0947,0.1049
npu,combination_304,yolo11s,npu,44.928,0.6524,0.6524,0.6126
npu,combination_304,yolo11m,npu,18.106,0.9041,0.9041,0.9011
npu,combination_304,yolo11l,npu,13.968,0.9200,0.9200,0.9193
npu,combination_310,mobilenet_v2,npu,907.441,0.0662,0.0662,0.0582
npu,combination_310,resnet50,npu,235.998,0.2506,0.2506,0.2156
npu,combination_310,yolo11s,npu,67.392,0.4542,0.4542,0.4112
npu,combination_310,yolo11m,npu,27.159,0.7033,0.7033,0.6767
npu,combination_310,yolo11l,npu,20.952,0.8166,0.8166,0.7853
npu,combination_339,mobilenet_v2,npu,907.441,0.0504,0.0504,0.0552
npu,combination_339,resnet50,cpu,157.332,0.0782,0.0782,0.0799
npu,combination_339,yolo11s,cpu,44.928,0.0901,0.0901,0.1025
npu,combination_339,yolo11m,npu,36.212,0.4598,0.4598,0.5649
npu,combination_339,yolo11l,npu,27.936,0.5781,0.5781,0.7150
npu,combination_302,mobilenet_v2,npu,814.332,0.0639,0.0639,0.0621
npu,combination_302,resnet50,cpu,157.332,0.0311,0.0311,0.0324
npu,combination_302,yolo11s,npu,44.928,0.3951,0.3951,0.4189
npu,combination_302,yolo11m,cpu,18.106,0.0475,0.0475,0.0500
npu,combination_302,yolo11l,cpu,13.968,0.0515,0.0515,0.0493
npu,combination_300,mobilenet_v2,cpu,814.332,0.1197,0.1197,0.1214
npu,combination_300,resnet50,npu,157.332,0.3744,0.3744,0.4265
npu,combination_300,yolo11s,npu,44.928,0.5462,0.5462,0.5956
npu,combination_300,yolo11m,npu,18.106,0.9080,0.9080,0.9031
npu,combination_300,yolo11l,npu,13.968,0.9593,0.9593,0.9367
npu,combination_301,mobilenet_v2,cpu,814.332,0.0330,0.0330,0.0333
npu,combination_301,resnet50,cpu,157.332,0.0224,0.0224,0.0273
npu,combination_301,yolo11s,cpu,44.928,0.0354,0.0354,0.0330
npu,combination_301,yolo11m,npu,18.106,0.7224,0.7224,0.7831
npu,combination_301,yolo11l,cpu,13.968,0.0408,0.0408,0.0390
npu,combination_327,mobilenet_v2,npu,907.441,0.0547,0.0547,0.0497
npu,combination_327,resnet50,cpu,157.332,0.0338,0.0338,0.0352
npu,combination_327,yolo11s,cpu,44.928,0.0436,0.0436,0.0443
npu,combination_327,yolo11m,npu,27.159,0.5748,0.5748,0.5966
npu,combination_327,yolo11l,cpu,13.968,0.0458,0.0458,0.0487
npu,combination_293,mobilenet_v2,cpu,814.332,0.0568,0.0568,0.0501
npu,combination_293,resnet50,npu,157.332,0.2975,0.2975,0.3077
npu,combination_293,yolo11s,cpu,44.928,0.0610,0.0610,0.0574
npu,combination_293,yolo11m,npu,18.106,0.8406,0.8406,0.8266
npu,combination_293,yolo11l,cpu,13.968,0.0630,0.0630,0.0703
npu,combination_303,mobilenet_v2,cpu,814.332,0.0524,0.0524,0.0497
npu,combination_303,resnet50,npu,157.332,0.3362,0.3362,0.3328
npu,combination_303,yolo11s,npu,44.928,0.4797,0.4797,0.4730
npu,combination_303,yolo11m,cpu,18.106,0.0746,0.0746,0.0721
npu,combination_303,yolo11l,npu,13.968,0.8684,0.8684,0.8831
npu,combination_296,mobilenet_v2,cpu,814.332,0.0350,0.0350,0.0319
npu,combination_296,resnet50,cpu,157.332,0.0271,0.0271,0.0248
npu,combination_296,yolo11s,cpu,44.928,0.0283,0.0283,0.0317
npu,combination_296,yolo11m,cpu,18.106,0.0398,0.0398,0.0392
npu,combination_296,yolo11l,cpu,13.968,0.0358,0.0358,0.0374
npu,combination_460,mobilenet_v2,cpu,814.332,0.0533,0.0533,0.0546
npu,combination_460,resnet50,cpu,157.332,0.0467,0.0467,0.0513
npu,combination_460,yolo11n,npu,255.666,0.1106,0.1106,0.1428
npu,combination_460,yolo11s,npu,134.784,0.2136,0.2136,0.1756
npu,combination_460,yolo11m,cpu,18.106,0.0806,0.0806,0.0712
npu,combination_446,mobilenet_v2,npu,907.441,0.0998,0.0998,0.0859
npu,combination_446,resnet50,npu,314.664,0.2876,0.2876,0.3148
npu,combination_446,yolo11n,npu,170.444,0.2249,0.2249,0.2966
npu,combination_446,yolo11s,npu,89.856,0.4287,0.4287,0.4585
npu,combination_446,yolo11m,cpu,18.106,0.4529,0.4529,0.4947
npu,combination_447,mobilenet_v2,npu,907.441,0.0714,0.0714,0.0599
npu,combination_447,resnet50,cpu,157.332,0.0393,0.0393,0.0387
npu,combination_447,yolo11n,cpu,85.222,0.0563,0.0563,0.0462
npu,combination_447,yolo11s,cpu,44.928,0.0438,0.0438,0.0462
npu,combination_447,yolo11m,cpu,18.106,0.0514,0.0514,0.0543
npu,combination_465,mobilenet_v2,npu,907.441,0.0863,0.0863,0.0706
npu,combination_465,resnet50,npu,471.996,0.1658,0.1658,0.1464
npu,combination_465,yolo11n,cpu,85.222,0.1126,0.1126,0.1041
npu,combination_465,yolo11s,cpu,44.928,0.1080,0.1080,0.1051
npu,combination_465,yolo11m,npu,54.318,0.5206,0.5206,0.4432
npu,combination_439,mobilenet_v2,cpu,814.332,0.0474,0.0474,0.0433
