# provenance: {"generated_at": "2026-07-29T18:41:17+09:00", "git_commit": "c37c5bd761fbbe8ea50202b2aca82eb9b17fca1b (pre-commit HEAD)", "alpha": 0.3, "beta": 1.0, "seed": 42, "input_data": ["/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_gpu/performance_gpu_full540.json", "/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_npu/performance_npu_full540.json"], "experiment": "P6 view-level oof"}
platform,combination,model,dev,eff_fps,ratio_raw,target,pred
gpu,combination_422,yolo11s,gpu,44.928,0.9226,0.9226,0.9386
gpu,combination_422,yolo11m,gpu,18.106,0.9638,0.9638,0.9752
gpu,combination_438,mobilenet_v2,gpu,1285.347,0.1043,0.1043,0.1101
gpu,combination_438,resnet50,gpu,314.664,0.4262,0.4262,0.3812
gpu,combination_438,yolo11n,gpu,170.444,0.2826,0.2826,0.3819
gpu,combination_438,yolo11s,gpu,89.856,0.5809,0.5809,0.5253
gpu,combination_438,yolo11m,gpu,36.212,0.9295,0.9295,0.8382
gpu,combination_452,mobilenet_v2,gpu,1285.347,0.0486,0.0486,0.0596
gpu,combination_452,resnet50,cpu,157.332,0.0474,0.0474,0.0484
gpu,combination_452,yolo11n,gpu,170.444,0.2309,0.2309,0.2908
gpu,combination_452,yolo11s,cpu,44.928,0.0610,0.0610,0.0597
gpu,combination_452,yolo11m,cpu,18.106,0.0718,0.0718,0.0703
gpu,combination_461,mobilenet_v2,cpu,814.332,0.0703,0.0703,0.0778
gpu,combination_461,resnet50,gpu,471.996,0.1527,0.1527,0.1726
gpu,combination_461,yolo11n,cpu,85.222,0.1180,0.1180,0.1198
gpu,combination_461,yolo11s,gpu,134.784,0.3478,0.3478,0.3699
gpu,combination_461,yolo11m,gpu,54.318,0.7524,0.7524,0.7850
gpu,combination_444,mobilenet_v2,cpu,814.332,0.0504,0.0504,0.0524
gpu,combination_444,resnet50,cpu,157.332,0.0507,0.0507,0.0507
gpu,combination_444,yolo11n,gpu,170.444,0.1950,0.1950,0.2826
gpu,combination_444,yolo11s,gpu,89.856,0.4891,0.4891,0.4151
gpu,combination_444,yolo11m,cpu,18.106,0.0712,0.0712,0.0719
gpu,combination_448,mobilenet_v2,gpu,1285.347,0.0495,0.0495,0.0613
gpu,combination_448,resnet50,cpu,157.332,0.0534,0.0534,0.0481
gpu,combination_448,yolo11n,cpu,85.222,0.0686,0.0686,0.0625
gpu,combination_448,yolo11s,gpu,89.856,0.4570,0.4570,0.4174
gpu,combination_448,yolo11m,cpu,18.106,0.0724,0.0724,0.0697
gpu,combination_455,mobilenet_v2,cpu,814.332,0.0431,0.0431,0.0422
gpu,combination_455,resnet50,cpu,157.332,0.0310,0.0310,0.0381
gpu,combination_455,yolo11n,cpu,85.222,0.0519,0.0519,0.0496
gpu,combination_455,yolo11s,cpu,44.928,0.0456,0.0456,0.0531
gpu,combination_455,yolo11m,gpu,54.318,0.5825,0.5825,0.6404
gpu,combination_449,mobilenet_v2,gpu,1285.347,0.0592,0.0592,0.0534
gpu,combination_449,resnet50,gpu,314.664,0.2411,0.2411,0.2075
gpu,combination_449,yolo11n,cpu,85.222,0.1165,0.1165,0.1115
gpu,combination_449,yolo11s,cpu,44.928,0.1039,0.1039,0.1091
gpu,combination_449,yolo11m,gpu,36.212,0.8580,0.8580,0.8448
gpu,combination_431,mobilenet_v2,gpu,814.332,0.0888,0.0888,0.0724
gpu,combination_431,resnet50,cpu,157.332,0.0386,0.0386,0.0370
gpu,combination_431,yolo11n,cpu,85.222,0.0510,0.0510,0.0543
gpu,combination_431,yolo11s,cpu,44.928,0.0390,0.0390,0.0466
gpu,combination_431,yolo11m,cpu,18.106,0.0569,0.0569,0.0540
gpu,combination_443,mobilenet_v2,cpu,814.332,0.0434,0.0434,0.0405
gpu,combination_443,resnet50,gpu,314.664,0.1922,0.1922,0.2148
gpu,combination_443,yolo11n,cpu,85.222,0.0444,0.0444,0.0440
gpu,combination_443,yolo11s,cpu,44.928,0.0459,0.0459,0.0420
gpu,combination_443,yolo11m,cpu,18.106,0.0558,0.0558,0.0503
gpu,combination_453,mobilenet_v2,cpu,814.332,0.0314,0.0314,0.0384
gpu,combination_453,resnet50,cpu,157.332,0.0261,0.0261,0.0310
gpu,combination_453,yolo11n,cpu,85.222,0.0414,0.0414,0.0448
gpu,combination_453,yolo11s,cpu,44.928,0.0356,0.0356,0.0421
gpu,combination_453,yolo11m,cpu,18.106,0.0442,0.0442,0.0474
gpu,combination_457,mobilenet_v2,cpu,814.332,0.0674,0.0674,0.0764
gpu,combination_457,resnet50,gpu,471.996,0.1503,0.1503,0.1667
gpu,combination_457,yolo11n,gpu,255.666,0.1602,0.1602,0.2236
gpu,combination_457,yolo11s,gpu,134.784,0.3669,0.3669,0.3843
gpu,combination_457,yolo11m,cpu,18.106,0.1287,0.1287,0.1305
gpu,combination_468,mobilenet_v2,gpu,1285.347,0.0491,0.0491,0.0469
gpu,combination_468,resnet50,cpu,157.332,0.0463,0.0463,0.0538
gpu,combination_468,yolo11n,gpu,255.666,0.1617,0.1617,0.1458
gpu,combination_468,yolo11s,cpu,44.928,0.0574,0.0574,0.0696
gpu,combination_468,yolo11m,cpu,18.106,0.0735,0.0735,0.0750
gpu,combination_427,mobilenet_v2,cpu,814.332,0.0462,0.0462,0.0445
gpu,combination_427,resnet50,gpu,157.332,0.3627,0.3627,0.3185
gpu,combination_427,yolo11n,cpu,85.222,0.0482,0.0482,0.0543
gpu,combination_427,yolo11s,cpu,44.928,0.0456,0.0456,0.0452
gpu,combination_427,yolo11m,cpu,18.106,0.0508,0.0508,0.0545
gpu,combination_462,mobilenet_v2,gpu,1285.347,0.0725,0.0725,0.0675
gpu,combination_462,resnet50,gpu,471.996,0.1975,0.1975,0.1750
gpu,combination_462,yolo11n,gpu,255.666,0.1861,0.1861,0.2352
gpu,combination_462,yolo11s,gpu,134.784,0.3910,0.3910,0.4946
gpu,combination_462,yolo11m,cpu,18.106,0.3844,0.3844,0.4134
gpu,combination_430,mobilenet_v2,gpu,814.332,0.1159,0.1159,0.1173
gpu,combination_430,resnet50,gpu,157.332,0.5629,0.5629,0.5653
gpu,combination_430,yolo11n,gpu,85.222,0.5699,0.5699,0.6780
gpu,combination_430,yolo11s,gpu,44.928,0.8623,0.8623,0.8802
gpu,combination_430,yolo11m,cpu,18.106,0.4082,0.4082,0.4626
gpu,combination_454,mobilenet_v2,gpu,1285.347,0.1041,0.1041,0.1129
gpu,combination_454,resnet50,gpu,471.996,0.2836,0.2836,0.2656
gpu,combination_454,yolo11n,gpu,255.666,0.1700,0.1700,0.3129
gpu,combination_454,yolo11s,gpu,134.784,0.3280,0.3280,0.5939
gpu,combination_454,yolo11m,gpu,54.318,0.8194,0.8194,0.8355
gpu,combination_441,mobilenet_v2,cpu,814.332,0.0685,0.0685,0.0705
gpu,combination_441,resnet50,gpu,314.664,0.2251,0.2251,0.2155
gpu,combination_441,yolo11n,gpu,170.444,0.2458,0.2458,0.3025
gpu,combination_441,yolo11s,gpu,89.856,0.5795,0.5795,0.5186
gpu,combination_441,yolo11m,cpu,18.106,0.1254,0.1254,0.1277
gpu,combination_429,mobilenet_v2,cpu,814.332,0.0773,0.0773,0.0760
gpu,combination_429,resnet50,gpu,157.332,0.4709,0.4709,0.4695
gpu,combination_429,yolo11n,cpu,85.222,0.1337,0.1337,0.1245
gpu,combination_429,yolo11s,gpu,44.928,0.8447,0.8447,0.8330
gpu,combination_429,yolo11m,gpu,18.106,0.8991,0.8991,0.8639
gpu,combination_423,mobilenet_v2,cpu,814.332,0.0445,0.0445,0.0451
gpu,combination_423,resnet50,cpu,157.332,0.0362,0.0362,0.0395
gpu,combination_423,yolo11n,cpu,85.222,0.0529,0.0529,0.0549
gpu,combination_423,yolo11s,cpu,44.928,0.0452,0.0452,0.0463
gpu,combination_423,yolo11m,gpu,18.106,0.8671,0.8671,0.8682
gpu,combination_450,mobilenet_v2,cpu,814.332,0.1198,0.1198,0.1179
gpu,combination_450,resnet50,gpu,314.664,0.3161,0.3161,0.2876
gpu,combination_450,yolo11n,gpu,170.444,0.2852,0.2852,0.3299
gpu,combination_450,yolo11s,gpu,89.856,0.6153,0.6153,0.6201
gpu,combination_450,yolo11m,gpu,36.212,0.9005,0.9005,0.8931
gpu,combination_436,mobilenet_v2,gpu,814.332,0.0780,0.0780,0.0767
gpu,combination_436,resnet50,cpu,157.332,0.0526,0.0526,0.0480
gpu,combination_436,yolo11n,gpu,85.222,0.4802,0.4802,0.4189
gpu,combination_436,yolo11s,cpu,44.928,0.0532,0.0532,0.0621
gpu,combination_436,yolo11m,cpu,18.106,0.0751,0.0751,0.0728
gpu,combination_442,mobilenet_v2,gpu,1285.347,0.0722,0.0722,0.0692
gpu,combination_442,resnet50,cpu,157.332,0.2638,0.2638,0.2783
gpu,combination_442,yolo11n,gpu,170.444,0.2932,0.2932,0.3701
gpu,combination_442,yolo11s,gpu,89.856,0.5874,0.5874,0.5804
gpu,combination_442,yolo11m,gpu,36.212,0.8826,0.8826,0.8833
gpu,combination_434,mobilenet_v2,cpu,814.332,0.1248,0.1248,0.1200
gpu,combination_434,resnet50,gpu,157.332,0.5963,0.5963,0.5891
gpu,combination_434,yolo11n,gpu,85.222,0.6632,0.6632,0.6750
gpu,combination_434,yolo11s,gpu,44.928,0.9068,0.9068,0.8995
gpu,combination_434,yolo11m,gpu,18.106,0.9505,0.9505,0.9347
gpu,combination_432,mobilenet_v2,gpu,814.332,0.0770,0.0770,0.0809
gpu,combination_432,resnet50,cpu,157.332,0.0528,0.0528,0.0482
gpu,combination_432,yolo11n,cpu,85.222,0.0669,0.0669,0.0703
gpu,combination_432,yolo11s,gpu,44.928,0.7995,0.7995,0.7654
gpu,combination_432,yolo11m,cpu,18.106,0.0746,0.0746,0.0741
gpu,combination_433,mobilenet_v2,gpu,814.332,0.0963,0.0963,0.0914
gpu,combination_433,resnet50,gpu,157.332,0.4728,0.4728,0.4799
gpu,combination_433,yolo11n,cpu,85.222,0.1164,0.1164,0.1147
gpu,combination_433,yolo11s,cpu,44.928,0.1086,0.1086,0.1088
gpu,combination_433,yolo11m,gpu,18.106,0.9019,0.9019,0.8799
gpu,combination_459,mobilenet_v2,cpu,814.332,0.0438,0.0438,0.0431
gpu,combination_459,resnet50,gpu,471.996,0.1134,0.1134,0.1751
gpu,combination_459,yolo11n,cpu,85.222,0.0520,0.0520,0.0523
gpu,combination_459,yolo11s,cpu,44.928,0.0405,0.0405,0.0555
gpu,combination_459,yolo11m,cpu,18.106,0.0536,0.0536,0.0549
gpu,combination_425,mobilenet_v2,cpu,814.332,0.0685,0.0685,0.0746
gpu,combination_425,resnet50,gpu,157.332,0.4541,0.4541,0.4633
gpu,combination_425,yolo11n,gpu,85.222,0.5563,0.5563,0.5791
gpu,combination_425,yolo11s,gpu,44.928,0.8226,0.8226,0.8298
gpu,combination_425,yolo11m,cpu,18.106,0.1303,0.1303,0.1294
gpu,combination_435,mobilenet_v2,cpu,814.332,0.0456,0.0456,0.0447
gpu,combination_435,resnet50,cpu,157.332,0.0323,0.0323,0.0381
gpu,combination_435,yolo11n,gpu,85.222,0.3309,0.3309,0.3500
gpu,combination_435,yolo11s,cpu,44.928,0.0425,0.0425,0.0464
gpu,combination_435,yolo11m,cpu,18.106,0.0558,0.0558,0.0542
gpu,combination_428,mobilenet_v2,cpu,814.332,0.0504,0.0504,0.0599
gpu,combination_428,resnet50,cpu,157.332,0.0521,0.0521,0.0502
gpu,combination_428,yolo11n,gpu,85.222,0.4078,0.4078,0.4483
gpu,combination_428,yolo11s,gpu,44.928,0.7621,0.7621,0.7682
gpu,combination_428,yolo11m,cpu,18.106,0.0740,0.0740,0.0741
gpu,combination_280,mobilenet_v2,gpu,1285.347,0.0531,0.0531,0.0497
gpu,combination_280,resnet50,cpu,157.332,0.0512,0.0512,0.0486
gpu,combination_280,yolo11s,cpu,44.928,0.0623,0.0623,0.0638
gpu,combination_280,yolo11m,cpu,18.106,0.0768,0.0768,0.0734
gpu,combination_266,mobilenet_v2,gpu,1221.498,0.0797,0.0797,0.0791
gpu,combination_266,resnet50,gpu,235.998,0.4126,0.4126,0.3951
gpu,combination_266,yolo11s,cpu,44.928,0.4091,0.4091,0.3999
gpu,combination_266,yolo11m,gpu,27.159,0.9102,0.9102,0.9123
gpu,combination_267,mobilenet_v2,gpu,1221.498,0.0489,0.0489,0.0566
gpu,combination_267,resnet50,cpu,157.332,0.0339,0.0339,0.0345
gpu,combination_267,yolo11s,cpu,44.928,0.0432,0.0432,0.0432
gpu,combination_267,yolo11m,cpu,18.106,0.0541,0.0541,0.0491
gpu,combination_285,mobilenet_v2,gpu,1285.347,0.0607,0.0607,0.0559
gpu,combination_285,resnet50,cpu,157.332,0.0838,0.0838,0.0859
gpu,combination_285,yolo11s,cpu,44.928,0.1102,0.1102,0.1138
gpu,combination_285,yolo11m,gpu,36.212,0.8624,0.8624,0.8069
gpu,combination_259,mobilenet_v2,cpu,814.332,0.0393,0.0393,0.0400
gpu,combination_259,resnet50,cpu,157.332,0.0327,0.0327,0.0357
gpu,combination_259,yolo11s,cpu,44.928,0.0430,0.0430,0.0443
gpu,combination_259,yolo11m,gpu,27.159,0.8362,0.8362,0.8064
gpu,combination_260,mobilenet_v2,cpu,814.332,0.0602,0.0602,0.0522
gpu,combination_260,resnet50,gpu,235.998,0.2749,0.2749,0.2592
gpu,combination_260,yolo11s,cpu,44.928,0.0576,0.0576,0.0620
gpu,combination_260,yolo11m,cpu,18.106,0.0773,0.0773,0.0715
gpu,combination_287,mobilenet_v2,cpu,814.332,0.0394,0.0394,0.0399
gpu,combination_287,resnet50,cpu,157.332,0.0315,0.0315,0.0346
gpu,combination_287,yolo11s,gpu,89.856,0.3178,0.3178,0.3826
gpu,combination_287,yolo11m,cpu,18.106,0.0519,0.0519,0.0518
gpu,combination_271,mobilenet_v2,cpu,814.332,0.0381,0.0381,0.0396
gpu,combination_271,resnet50,cpu,157.332,0.0321,0.0321,0.0348
gpu,combination_271,yolo11s,gpu,67.392,0.4845,0.4845,0.4932
gpu,combination_271,yolo11m,cpu,18.106,0.0536,0.0536,0.0493
gpu,combination_283,mobilenet_v2,gpu,1285.347,0.0464,0.0464,0.0524
gpu,combination_283,resnet50,cpu,157.332,0.0318,0.0318,0.0345
gpu,combination_283,yolo11s,cpu,44.928,0.0401,0.0401,0.0455
gpu,combination_283,yolo11m,cpu,18.106,0.0514,0.0514,0.0519
gpu,combination_286,mobilenet_v2,gpu,1285.347,0.0749,0.0749,0.0759
gpu,combination_286,resnet50,cpu,157.332,0.2903,0.2903,0.2910
gpu,combination_286,yolo11s,gpu,89.856,0.6412,0.6412,0.6463
gpu,combination_286,yolo11m,gpu,36.212,0.8903,0.8903,0.8888
gpu,combination_284,mobilenet_v2,cpu,814.332,0.0515,0.0515,0.0536
gpu,combination_284,resnet50,gpu,314.664,0.2100,0.2100,0.2066
gpu,combination_284,yolo11s,gpu,89.856,0.4213,0.4213,0.4821
gpu,combination_284,yolo11m,cpu,18.106,0.0724,0.0724,0.0775
gpu,combination_276,mobilenet_v2,cpu,814.332,0.0567,0.0567,0.0516
gpu,combination_276,resnet50,gpu,314.664,0.2179,0.2179,0.2222
gpu,combination_276,yolo11s,cpu,44.928,0.0581,0.0581,0.0638
gpu,combination_276,yolo11m,cpu,18.106,0.0762,0.0762,0.0736
gpu,combination_278,mobilenet_v2,gpu,1285.347,0.0819,0.0819,0.0794
gpu,combination_278,resnet50,gpu,314.664,0.3347,0.3347,0.4135
gpu,combination_278,yolo11s,gpu,89.856,0.7452,0.7452,0.6743
gpu,combination_278,yolo11m,gpu,36.212,0.9077,0.9077,0.9360
gpu,combination_257,mobilenet_v2,cpu,814.332,0.0342,0.0342,0.0321
gpu,combination_257,resnet50,cpu,157.332,0.0267,0.0267,0.0254
gpu,combination_257,yolo11s,cpu,44.928,0.0318,0.0318,0.0331
gpu,combination_257,yolo11m,cpu,18.106,0.0403,0.0403,0.0373
gpu,combination_241,mobilenet_v2,cpu,814.332,0.0301,0.0301,0.0293
gpu,combination_241,resnet50,cpu,157.332,0.0236,0.0236,0.0239
gpu,combination_241,yolo11s,cpu,44.928,0.0341,0.0341,0.0317
gpu,combination_241,yolo11m,cpu,18.106,0.0409,0.0409,0.0389
gpu,combination_244,mobilenet_v2,cpu,814.332,0.0582,0.0582,0.0566
gpu,combination_244,resnet50,gpu,157.332,0.4142,0.4142,0.4141
gpu,combination_244,yolo11s,cpu,44.928,0.0661,0.0661,0.0621
gpu,combination_244,yolo11m,cpu,18.106,0.0712,0.0712,0.0719
gpu,combination_265,mobilenet_v2,cpu,814.332,0.0820,0.0820,0.0780
gpu,combination_265,resnet50,gpu,235.998,0.3428,0.3428,0.3356
gpu,combination_265,yolo11s,gpu,67.392,0.7569,0.7569,0.6739
gpu,combination_265,yolo11m,gpu,27.159,0.8708,0.8708,0.8815
gpu,combination_246,mobilenet_v2,gpu,814.332,0.1385,0.1385,0.1378
gpu,combination_246,resnet50,gpu,157.332,0.6594,0.6594,0.6935
gpu,combination_246,yolo11s,gpu,44.928,0.9150,0.9150,0.9115
gpu,combination_246,yolo11m,gpu,18.106,0.9599,0.9599,0.9628
gpu,combination_242,mobilenet_v2,gpu,814.332,0.1711,0.1711,0.1649
gpu,combination_242,resnet50,gpu,157.332,0.7524,0.7524,0.7156
gpu,combination_242,yolo11s,gpu,44.928,0.9302,0.9302,0.9321
gpu,combination_242,yolo11m,gpu,18.106,0.9698,0.9698,0.9711
gpu,combination_258,mobilenet_v2,gpu,1221.498,0.1105,0.1105,0.1048
gpu,combination_258,resnet50,gpu,235.998,0.5721,0.5721,0.5572
gpu,combination_258,yolo11s,gpu,67.392,0.8701,0.8701,0.6627
gpu,combination_258,yolo11m,gpu,27.159,0.9533,0.9533,0.9417
gpu,combination_272,mobilenet_v2,gpu,1221.498,0.0567,0.0567,0.0452
gpu,combination_272,resnet50,gpu,235.998,0.2910,0.2910,0.2856
gpu,combination_272,yolo11s,cpu,44.928,0.0583,0.0583,0.0688
gpu,combination_272,yolo11m,cpu,18.106,0.0696,0.0696,0.0783
gpu,combination_281,mobilenet_v2,cpu,814.332,0.0790,0.0790,0.0809
gpu,combination_281,resnet50,gpu,314.664,0.2578,0.2578,0.3103
gpu,combination_281,yolo11s,gpu,89.856,0.5610,0.5610,0.6411
gpu,combination_281,yolo11m,gpu,36.212,0.8434,0.8434,0.8592
gpu,combination_264,mobilenet_v2,gpu,1221.498,0.0561,0.0561,0.0495
gpu,combination_264,resnet50,cpu,157.332,0.0512,0.0512,0.0508
gpu,combination_264,yolo11s,cpu,44.928,0.0568,0.0568,0.0629
gpu,combination_264,yolo11m,cpu,18.106,0.0762,0.0762,0.0715
gpu,combination_268,mobilenet_v2,cpu,814.332,0.0524,0.0524,0.0530
gpu,combination_268,resnet50,gpu,235.998,0.2858,0.2858,0.3074
gpu,combination_268,yolo11s,gpu,67.392,0.5520,0.5520,0.5641
gpu,combination_268,yolo11m,cpu,18.106,0.0718,0.0718,0.0792
gpu,combination_275,mobilenet_v2,cpu,814.332,0.0420,0.0420,0.0404
gpu,combination_275,resnet50,cpu,157.332,0.0310,0.0310,0.0351
gpu,combination_275,yolo11s,cpu,44.928,0.0423,0.0423,0.0457
gpu,combination_275,yolo11m,gpu,36.212,0.7307,0.7307,0.7299
gpu,combination_269,mobilenet_v2,gpu,1221.498,0.0663,0.0663,0.0683
gpu,combination_269,resnet50,cpu,157.332,0.0768,0.0768,0.0886
gpu,combination_269,yolo11s,cpu,44.928,0.1186,0.1186,0.1079
gpu,combination_269,yolo11m,gpu,27.159,0.8944,0.8944,0.8533
gpu,combination_251,mobilenet_v2,gpu,814.332,0.0772,0.0772,0.0742
gpu,combination_251,resnet50,cpu,157.332,0.0324,0.0324,0.0345
gpu,combination_251,yolo11s,cpu,44.928,0.0436,0.0436,0.0443
gpu,combination_251,yolo11m,cpu,18.106,0.0525,0.0525,0.0537
gpu,combination_263,mobilenet_v2,cpu,814.332,0.0432,0.0432,0.0396
gpu,combination_263,resnet50,gpu,235.998,0.2385,0.2385,0.2405
gpu,combination_263,yolo11s,cpu,44.928,0.0412,0.0412,0.0436
gpu,combination_263,yolo11m,cpu,18.106,0.0530,0.0530,0.0494
gpu,combination_273,mobilenet_v2,cpu,814.332,0.0280,0.0280,0.0343
gpu,combination_273,resnet50,cpu,157.332,0.0280,0.0280,0.0278
gpu,combination_273,yolo11s,cpu,44.928,0.0336,0.0336,0.0356
gpu,combination_273,yolo11m,cpu,18.106,0.0403,0.0403,0.0413
gpu,combination_277,mobilenet_v2,gpu,1285.347,0.0609,0.0609,0.0544
gpu,combination_277,resnet50,gpu,314.664,0.2480,0.2480,0.2368
gpu,combination_277,yolo11s,cpu,44.928,0.0962,0.0962,0.1113
gpu,combination_277,yolo11m,cpu,18.106,0.1298,0.1298,0.1271
gpu,combination_288,mobilenet_v2,gpu,1285.347,0.0522,0.0522,0.0401
gpu,combination_288,resnet50,gpu,314.664,0.2120,0.2120,0.2133
gpu,combination_288,yolo11s,cpu,44.928,0.0597,0.0597,0.0657
gpu,combination_288,yolo11m,cpu,18.106,0.0707,0.0707,0.0772
gpu,combination_247,mobilenet_v2,cpu,814.332,0.0374,0.0374,0.0444
gpu,combination_247,resnet50,gpu,157.332,0.3547,0.3547,0.3518
gpu,combination_247,yolo11s,cpu,44.928,0.0387,0.0387,0.0440
gpu,combination_247,yolo11m,cpu,18.106,0.0530,0.0530,0.0533
gpu,combination_282,mobilenet_v2,gpu,1285.347,0.0758,0.0758,0.0747
gpu,combination_282,resnet50,gpu,314.664,0.3094,0.3094,0.3205
gpu,combination_282,yolo11s,cpu,44.928,0.3957,0.3957,0.3890
gpu,combination_282,yolo11m,gpu,36.212,0.8881,0.8881,0.8904
gpu,combination_250,mobilenet_v2,gpu,814.332,0.1193,0.1193,0.1258
gpu,combination_250,resnet50,gpu,157.332,0.5732,0.5732,0.6034
gpu,combination_250,yolo11s,cpu,44.928,0.4632,0.4632,0.4616
gpu,combination_250,yolo11m,gpu,18.106,0.9268,0.9268,0.9403
gpu,combination_274,mobilenet_v2,gpu,1285.347,0.1047,0.1047,0.1114
gpu,combination_274,resnet50,gpu,314.664,0.4278,0.4278,0.4796
gpu,combination_274,yolo11s,gpu,89.856,0.6455,0.6455,0.5587
gpu,combination_274,yolo11m,gpu,36.212,0.9373,0.9373,0.9303
gpu,combination_261,mobilenet_v2,gpu,1221.498,0.0625,0.0625,0.0580
gpu,combination_261,resnet50,gpu,235.998,0.3220,0.3220,0.3146
gpu,combination_261,yolo11s,cpu,44.928,0.1059,0.1059,0.1079
gpu,combination_261,yolo11m,cpu,18.106,0.1232,0.1232,0.1214
gpu,combination_249,mobilenet_v2,cpu,814.332,0.0858,0.0858,0.0840
gpu,combination_249,resnet50,gpu,157.332,0.5141,0.5141,0.5104
gpu,combination_249,yolo11s,gpu,44.928,0.8607,0.8607,0.8575
gpu,combination_249,yolo11m,gpu,18.106,0.9135,0.9135,0.9098
gpu,combination_243,mobilenet_v2,cpu,814.332,0.0406,0.0406,0.0454
gpu,combination_243,resnet50,cpu,157.332,0.0357,0.0357,0.0367
gpu,combination_243,yolo11s,cpu,44.928,0.0425,0.0425,0.0462
gpu,combination_243,yolo11m,gpu,18.106,0.8732,0.8732,0.8767
gpu,combination_270,mobilenet_v2,gpu,1221.498,0.0776,0.0776,0.0769
gpu,combination_270,resnet50,cpu,157.332,0.3144,0.3144,0.2864
gpu,combination_270,yolo11s,gpu,67.392,0.8287,0.8287,0.6791
gpu,combination_270,yolo11m,gpu,27.159,0.9146,0.9146,0.9086
gpu,combination_256,mobilenet_v2,gpu,814.332,0.0857,0.0857,0.0834
gpu,combination_256,resnet50,gpu,157.332,0.4217,0.4217,0.4138
gpu,combination_256,yolo11s,cpu,44.928,0.0585,0.0585,0.0598
gpu,combination_256,yolo11m,cpu,18.106,0.0724,0.0724,0.0714
gpu,combination_262,mobilenet_v2,gpu,1221.498,0.0881,0.0881,0.0805
gpu,combination_262,resnet50,gpu,235.998,0.4560,0.4560,0.4845
gpu,combination_262,yolo11s,gpu,67.392,0.8643,0.8643,0.7025
gpu,combination_262,yolo11m,gpu,27.159,0.9378,0.9378,0.9245
gpu,combination_254,mobilenet_v2,gpu,814.332,0.1192,0.1192,0.1249
gpu,combination_254,resnet50,cpu,157.332,0.3821,0.3821,0.3976
gpu,combination_254,yolo11s,gpu,44.928,0.9054,0.9054,0.9179
gpu,combination_254,yolo11m,gpu,18.106,0.9478,0.9478,0.9513
gpu,combination_252,mobilenet_v2,cpu,814.332,0.0531,0.0531,0.0543
gpu,combination_252,resnet50,gpu,157.332,0.4128,0.4128,0.4103
gpu,combination_252,yolo11s,gpu,44.928,0.7935,0.7935,0.7862
gpu,combination_252,yolo11m,cpu,18.106,0.0735,0.0735,0.0727
gpu,combination_253,mobilenet_v2,gpu,814.332,0.0976,0.0976,0.0983
gpu,combination_253,resnet50,cpu,157.332,0.0906,0.0906,0.0863
gpu,combination_253,yolo11s,cpu,44.928,0.1126,0.1126,0.1159
gpu,combination_253,yolo11m,gpu,18.106,0.9207,0.9207,0.8951
gpu,combination_279,mobilenet_v2,cpu,814.332,0.0391,0.0391,0.0399
gpu,combination_279,resnet50,gpu,314.664,0.1777,0.1777,0.1839
gpu,combination_279,yolo11s,cpu,44.928,0.0414,0.0414,0.0452
gpu,combination_279,yolo11m,cpu,18.106,0.0536,0.0536,0.0518
gpu,combination_245,mobilenet_v2,gpu,814.332,0.1000,0.1000,0.0988
gpu,combination_245,resnet50,gpu,157.332,0.4892,0.4892,0.4837
gpu,combination_245,yolo11s,cpu,44.928,0.1026,0.1026,0.1117
gpu,combination_245,yolo11m,cpu,18.106,0.1276,0.1276,0.1230
gpu,combination_255,mobilenet_v2,cpu,814.332,0.0415,0.0415,0.0439
gpu,combination_255,resnet50,cpu,157.332,0.0333,0.0333,0.0344
gpu,combination_255,yolo11s,gpu,44.928,0.6615,0.6615,0.7374
gpu,combination_255,yolo11m,cpu,18.106,0.0514,0.0514,0.0541
gpu,combination_248,mobilenet_v2,gpu,814.332,0.0886,0.0886,0.0753
gpu,combination_248,resnet50,cpu,157.332,0.0530,0.0530,0.0460
gpu,combination_248,yolo11s,cpu,44.928,0.0614,0.0614,0.0615
gpu,combination_248,yolo11m,cpu,18.106,0.0746,0.0746,0.0704
gpu,combination_232,mobilenet_v2,gpu,1285.347,0.0834,0.0834,0.0821
gpu,combination_232,resnet50,gpu,471.996,0.2270,0.2270,0.2528
gpu,combination_232,yolo11s,gpu,134.784,0.6431,0.6431,0.4980
gpu,combination_218,mobilenet_v2,cpu,814.332,0.0767,0.0767,0.0767
gpu,combination_218,resnet50,cpu,157.332,0.0908,0.0908,0.0852
gpu,combination_218,yolo11s,gpu,89.856,0.6571,0.6571,0.6047
gpu,combination_219,mobilenet_v2,cpu,814.332,0.0743,0.0743,0.0748
gpu,combination_219,resnet50,gpu,314.664,0.2583,0.2583,0.2736
gpu,combination_219,yolo11s,cpu,44.928,0.1320,0.1320,0.1122
gpu,combination_237,mobilenet_v2,gpu,1285.347,0.0637,0.0637,0.0600
gpu,combination_237,resnet50,cpu,157.332,0.0892,0.0892,0.0836
gpu,combination_237,yolo11s,cpu,44.928,0.1108,0.1108,0.1055
gpu,combination_211,mobilenet_v2,cpu,814.332,0.0548,0.0548,0.0547
gpu,combination_211,resnet50,gpu,314.664,0.2247,0.2247,0.2415
gpu,combination_211,yolo11s,cpu,44.928,0.0605,0.0605,0.0599
gpu,combination_212,mobilenet_v2,cpu,814.332,0.0831,0.0831,0.0840
